scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
domain-fail,domain1,12.000,1,1,-1,-1,4,1.000000,0.968750,16.733890,3892.706118,23,32,apps_stopped=2;isolated_links=2;metric=is_success
