scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
domain-fail,domain6,50.000,1,1,-1,-1,4,0.960000,0.850000,16.561388,588.354624,100,80,apps_stopped=2;isolated_links=2;metric=is_success
