scheme,totalQueries,measurableQueries,DomainAcc,Recall_at_1,Recall_at_k,DocHit_at_1_singleton,mean_relset_size,singleton_queries,meanSSR,P50_ms,P95_ms,mean_hops,ctrl_bytes_per_sec,ctrl_pkts_per_sec,avg_FIB_entries,avg_LSDB_entries,unique_hops_values,partition_detected,failure_effective
iroute,500,425,0.7247,0.2494,0.8353,0.0270,25.3153,37,0.712100,14.7585,16.3435,2.00,13554.42,21.20,21,16,1,0,0
