time_slot,nodeId,object_name,success,latency_ms,bytes
7,0,/d4/streetlight/sl_000036,1,0.0000,1200
7,0,/d4/streetlight/sl_000047,1,0.0000,1200
7,0,/d4/streetlight/sl_000051,1,0.0000,1200
7,0,/d4/streetlight/sl_000058,1,0.0000,1200
7,0,/d4/streetlight/sl_000061,1,0.0000,1200
7,0,/d4/streetlight/sl_000066,1,0.0000,1200
7,0,/d4/streetlight/sl_000067,1,0.0000,1200
7,0,/d4/streetlight/sl_000073,1,0.0000,1200
7,0,/d4/streetlight/sl_000076,1,0.0000,1200
7,0,/d4/streetlight/sl_000083,1,0.0000,1200
7,0,/d4/streetlight/sl_000086,1,0.0000,1200
7,0,/d4/streetlight/sl_000097,1,0.0000,1200
7,0,/d4/streetlight/sl_000133,1,0.0000,1200
7,0,/d4/streetlight/sl_000139,1,0.0000,1200
7,0,/d4/streetlight/sl_000146,1,0.0000,1200
8,0,/d0/streetlight/sl_000010,1,0.0000,1200
8,0,/d0/streetlight/sl_000011,1,0.0000,1200
8,0,/d0/streetlight/sl_000024,1,0.0000,1200
8,0,/d0/streetlight/sl_000027,1,0.0000,1200
8,0,/d0/streetlight/sl_000032,1,0.0000,1200
8,0,/d0/streetlight/sl_000040,1,0.0000,1200
8,0,/d0/streetlight/sl_000056,1,0.0000,1200
8,0,/d0/streetlight/sl_000075,1,0.0000,1200
8,0,/d0/streetlight/sl_000091,1,0.0000,1200
8,0,/d0/streetlight/sl_000098,1,0.0000,1200
8,0,/d0/streetlight/sl_000107,1,0.0000,1200
8,0,/d0/streetlight/sl_000112,1,0.0000,1200
8,0,/d0/streetlight/sl_000113,1,0.0000,1200
8,0,/d0/streetlight/sl_000115,1,0.0000,1200
8,0,/d0/streetlight/sl_000120,1,0.0000,1200
8,0,/d0/streetlight/sl_000121,1,0.0000,1200
8,0,/d0/streetlight/sl_000126,1,0.0000,1200
8,0,/d0/streetlight/sl_000129,1,0.0000,1200
8,0,/d0/streetlight/sl_000135,1,0.0000,1200
8,0,/d0/streetlight/sl_000137,1,0.0000,1200
