scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
churn,central,25.000,1,1,-1,-1,8,1.000000,0.684211,9.821226,639.657959,24,76,churn_rounds=4;churn_interval_sec=10.000000;metric=is_success
