scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
churn,flood,50.000,1,1,-1,-1,8,0.960000,0.695652,16.561388,1867.603747,100,46,churn_rounds=4;churn_interval_sec=10.000000;metric=is_success
