run_id,scheme,domains,seed,M,tagK,topology,cache_mode,cs_size,paper_grade,seed_provenance,lsdb_entries,fib_entries,lsdb_theory,result_dir,manifest_path,source_result_dir,canonical_run_id,run_class
central_d8_s42,central,8,42,4,32,rocketfuel,disabled,0,true,native,1,19,0,results/runs/fig4-scaling-paper-grade-20260311b-central_d8_s42,results/runs/fig4-scaling-paper-grade-20260311b-central_d8_s42/manifest.json,/tmp/fig4-scaling-paper-grade-20260311b-stage/central_d8_s42,fig4-scaling-paper-grade-20260311b-central_d8_s42,paper_grade
central_d16_s42,central,16,42,4,32,rocketfuel,disabled,0,true,native,1,35,0,results/runs/fig4-scaling-paper-grade-20260311b-central_d16_s42,results/runs/fig4-scaling-paper-grade-20260311b-central_d16_s42/manifest.json,/tmp/fig4-scaling-paper-grade-20260311b-stage/central_d16_s42,fig4-scaling-paper-grade-20260311b-central_d16_s42,paper_grade
iroute_d8_s42,iroute,8,42,4,32,rocketfuel,disabled,0,true,native,32,21,32,results/runs/fig4-scaling-paper-grade-20260311b-iroute_d8_s42,results/runs/fig4-scaling-paper-grade-20260311b-iroute_d8_s42/manifest.json,/tmp/fig4-scaling-paper-grade-20260311b-stage/iroute_d8_s42,fig4-scaling-paper-grade-20260311b-iroute_d8_s42,paper_grade
iroute_d16_s42,iroute,16,42,4,32,rocketfuel,disabled,0,true,native,64,37,64,results/runs/fig4-scaling-paper-grade-20260311b-iroute_d16_s42,results/runs/fig4-scaling-paper-grade-20260311b-iroute_d16_s42/manifest.json,/tmp/fig4-scaling-paper-grade-20260311b-stage/iroute_d16_s42,fig4-scaling-paper-grade-20260311b-iroute_d16_s42,paper_grade
tag_d8_s42,tag,8,42,4,32,rocketfuel,disabled,0,true,native,523,19,256,results/runs/fig4-scaling-paper-grade-20260311b-tag_d8_s42,results/runs/fig4-scaling-paper-grade-20260311b-tag_d8_s42/manifest.json,/tmp/fig4-scaling-paper-grade-20260311b-stage/tag_d8_s42,fig4-scaling-paper-grade-20260311b-tag_d8_s42,paper_grade
tag_d16_s42,tag,16,42,4,32,rocketfuel,disabled,0,true,native,523,35,512,results/runs/fig4-scaling-paper-grade-20260311b-tag_d16_s42,results/runs/fig4-scaling-paper-grade-20260311b-tag_d16_s42/manifest.json,/tmp/fig4-scaling-paper-grade-20260311b-stage/tag_d16_s42,fig4-scaling-paper-grade-20260311b-tag_d16_s42,paper_grade
flood_d8_s42,flood,8,42,4,32,rocketfuel,disabled,0,true,native,0,18,0,results/runs/fig4-scaling-paper-grade-20260311b-flood_d8_s42,results/runs/fig4-scaling-paper-grade-20260311b-flood_d8_s42/manifest.json,/tmp/fig4-scaling-paper-grade-20260311b-stage/flood_d8_s42,fig4-scaling-paper-grade-20260311b-flood_d8_s42,paper_grade
flood_d16_s42,flood,16,42,4,32,rocketfuel,disabled,0,true,native,0,34,0,results/runs/fig4-scaling-paper-grade-20260311b-flood_d16_s42,results/runs/fig4-scaling-paper-grade-20260311b-flood_d16_s42/manifest.json,/tmp/fig4-scaling-paper-grade-20260311b-stage/flood_d16_s42,fig4-scaling-paper-grade-20260311b-flood_d16_s42,paper_grade
