domain_id,centroid_id,vector_dim,vector,radius,weight
0,0,128,"[0.019717,0.095355,-0.018646,-0.072333,-0.059329,-0.006725,0.069663,-0.124896,-0.103791,-0.214484,-0.087485,0.246762,0.002406,0.039805,0.112358,-0.099335,0.126340,0.071405,0.095494,-0.049816,-0.058897,-0.083237,-0.017959,-0.135974,-0.000437,-0.076249,0.017020,0.020363,-0.165843,-0.057519,-0.012342,0.084581,-0.056613,-0.023285,0.174850,-0.089454,0.029166,0.051817,-0.080454,-0.008252,0.132466,0.064655,0.151239,0.078987,0.065649,0.024676,-0.008701,-0.079871,0.098706,0.077456,0.025232,-0.116099,0.036398,0.067125,-0.168860,0.135116,0.067530,-0.009311,-0.010086,-0.066268,0.076886,0.039351,-0.011107,0.076133,-0.102518,-0.006783,-0.086984,-0.047903,0.094193,-0.033449,-0.217131,0.057058,-0.015403,0.087054,0.156048,0.093843,-0.128295,-0.130917,-0.019934,-0.087586,0.069874,0.225154,-0.139242,0.006355,0.090910,0.039848,0.157825,0.069983,0.134423,-0.007087,-0.076620,0.049133,-0.054754,0.033288,-0.110500,0.083792,0.018697,0.012312,-0.042285,0.037510,-0.038545,-0.124798,-0.129206,-0.036642,0.001210,0.016180,0.039194,0.020027,-0.057231,0.050762,-0.098273,0.053444,0.021561,0.215358,0.076575,-0.031481,-0.053709,-0.093138,0.000078,-0.009762,0.024215,-0.050041,-0.084419,0.095423,0.076330,0.031937,0.023878,0.078188]",0.973550,310
1,0,128,"[-0.098731,0.095665,-0.002693,-0.004951,0.038002,0.045247,0.068652,-0.111759,-0.107488,-0.149917,-0.085173,0.219488,0.090367,0.098691,0.049429,-0.058759,0.136984,0.049352,0.153328,-0.108714,0.058063,-0.019490,-0.032540,-0.165426,0.075157,-0.153471,-0.080235,0.015994,-0.103292,0.019540,0.083912,0.061864,-0.072744,-0.130681,0.086429,0.040150,-0.033926,0.008235,-0.027830,-0.069274,0.201393,0.106800,0.130928,0.036172,-0.004581,0.029409,0.034122,-0.071853,0.077594,0.018998,-0.038682,-0.162260,0.025968,0.079369,-0.186563,0.010137,0.079479,-0.060504,0.061029,-0.039967,0.017219,0.094968,0.048905,0.102242,-0.091698,0.067244,-0.161415,-0.051064,0.099199,0.016938,-0.243863,0.123733,-0.063938,-0.041745,0.002191,0.111122,-0.125687,-0.198104,0.043624,-0.010461,0.055637,0.071122,0.047038,-0.030433,0.022001,0.091900,0.084508,-0.077917,0.063313,0.068112,-0.092902,-0.000235,-0.042915,-0.007119,-0.006556,0.092040,0.034338,-0.027476,-0.039717,0.092251,-0.020710,-0.105598,-0.170230,-0.069918,-0.007063,0.096002,0.036764,-0.054417,-0.065767,0.070033,0.081979,0.117149,0.102031,0.085835,0.073821,-0.083496,0.024650,-0.065814,-0.052498,-0.066938,-0.013736,0.017230,-0.055074,0.175274,0.098789,0.139513,-0.036529,0.020537]",0.960442,402
2,0,128,"[0.048772,0.167506,0.058168,-0.024603,0.014136,-0.014582,0.053860,-0.088313,-0.061092,-0.195384,-0.149594,0.179112,0.015961,0.094638,0.025945,-0.027614,0.059222,-0.020177,0.192996,-0.060749,0.087493,-0.045567,-0.066259,-0.089674,0.043055,-0.098080,0.056445,0.040681,-0.176413,-0.082292,0.016422,0.005720,-0.075457,-0.083377,0.160066,-0.018462,0.005298,0.008753,-0.100711,-0.093529,0.171025,0.123324,0.104499,0.044425,-0.067669,0.007919,0.061982,-0.117230,0.134941,0.063363,-0.063202,-0.132066,0.030302,0.074244,-0.130049,0.013417,0.069767,-0.030794,0.004962,-0.004342,0.078213,0.077499,-0.123530,0.170212,-0.067454,0.132833,-0.109428,-0.092091,0.033280,-0.015352,-0.200772,0.102075,0.010090,0.027674,0.038806,0.093131,-0.184072,-0.129202,0.005861,-0.059953,-0.006590,0.173113,-0.021226,0.010370,-0.032180,0.020648,0.181074,-0.038293,0.083574,0.050847,-0.042846,-0.012230,-0.089667,-0.039305,-0.080489,0.003822,0.029512,-0.059235,-0.042922,0.054223,0.057776,-0.163429,-0.121508,-0.028986,0.038269,0.070207,0.062743,0.008526,-0.077640,0.073713,0.037387,-0.003746,0.056512,0.243329,0.052493,-0.055063,-0.035450,-0.047714,-0.053452,-0.055574,0.013812,0.056051,-0.093282,0.135271,0.070258,0.099946,-0.039059,0.053935]",0.942967,200
3,0,128,"[-0.034261,0.147055,-0.036339,-0.026326,0.001438,0.015231,0.066491,-0.026395,-0.033486,-0.125150,-0.055402,0.137078,-0.027604,0.078680,0.005682,-0.067131,0.132389,0.116671,0.182535,0.020554,0.062356,-0.018139,0.021136,-0.223605,0.019182,-0.114951,-0.056912,-0.057026,-0.110195,-0.074676,0.108911,-0.026425,-0.106835,-0.084747,0.080157,-0.027316,0.012899,0.031357,-0.053293,-0.063878,0.100918,0.135001,0.163231,0.049061,-0.070369,0.129971,0.107874,-0.060673,0.019325,0.039253,-0.027382,-0.189616,0.024872,-0.023905,-0.103748,-0.006472,0.029180,-0.033424,-0.016240,-0.023618,0.000743,0.081981,0.007663,0.088025,-0.124995,0.077333,-0.145117,-0.000367,0.104651,-0.087229,-0.255155,0.077356,0.082257,-0.056549,-0.004882,0.112370,-0.045183,-0.235836,0.074447,-0.081091,0.075055,0.161028,-0.008886,-0.106252,0.023231,0.027916,0.095318,-0.011717,0.093281,0.070361,-0.134929,-0.070297,-0.118408,-0.038222,-0.031905,0.075119,0.062003,-0.030508,-0.132629,0.042663,-0.012274,-0.120592,-0.191720,-0.081995,0.043897,0.069107,0.083413,-0.040559,-0.003297,0.019550,0.129875,0.043689,0.147923,0.165167,0.038103,-0.053511,0.067916,-0.086594,-0.002906,-0.054611,-0.019481,0.045450,-0.001122,0.084488,0.044028,0.134375,-0.025877,-0.025112]",1.013950,205
4,0,128,"[-0.100487,0.165417,0.042737,-0.064102,-0.029051,0.035236,0.068643,-0.028628,-0.175693,-0.097572,-0.043940,0.080233,-0.015277,0.121898,0.035312,-0.011142,0.042804,0.032084,0.083719,-0.105157,-0.001998,-0.121996,-0.070562,-0.164479,0.041317,-0.076850,0.017265,-0.114267,-0.141466,0.007121,0.028693,0.067081,-0.104750,-0.029837,0.153804,0.019861,0.006272,0.103265,-0.039092,-0.009529,0.148591,0.130668,0.128806,-0.006521,0.079316,0.018820,0.081735,-0.074140,0.043939,0.083105,-0.034198,-0.208549,0.040312,-0.032430,-0.226303,0.090598,0.001078,0.083852,0.047215,-0.017160,0.033730,0.068068,0.001641,0.079743,-0.053603,0.024116,-0.159949,-0.103740,-0.006458,-0.047165,-0.196372,0.090869,-0.009337,-0.061275,-0.002241,0.122518,-0.073317,-0.097869,-0.014697,-0.119736,0.019154,0.160904,-0.055049,-0.062024,0.035528,0.091898,0.067643,0.013925,0.119470,0.043903,-0.225049,-0.034006,-0.004813,0.044337,-0.061312,0.035015,0.048719,-0.052951,-0.094181,0.107564,-0.102637,-0.109597,-0.154661,-0.045569,0.040799,0.013755,-0.027955,0.058793,-0.073709,0.057267,0.032261,0.033202,0.081582,0.205789,0.105596,-0.002063,-0.034748,-0.157112,-0.119544,-0.089874,0.034458,-0.012505,0.013216,0.124654,0.114970,0.137723,0.028674,0.001662]",0.976749,207
5,0,128,"[-0.017674,0.017664,-0.025079,0.001234,-0.034218,-0.052636,0.018519,-0.115411,0.039812,-0.273002,-0.067774,0.122324,0.008465,0.111418,0.007498,-0.042409,-0.073120,0.026046,0.103417,-0.006450,-0.006264,0.124825,0.008455,-0.110232,0.093354,-0.044837,-0.058605,-0.000994,-0.060126,-0.064102,0.051842,0.006814,-0.173055,-0.153997,0.158912,0.076343,-0.183252,0.035732,-0.195974,0.028544,0.127658,-0.001821,0.085274,0.062151,-0.041474,-0.030022,-0.036277,-0.235444,0.050397,0.064409,-0.055598,-0.180403,-0.021094,0.016176,-0.163524,-0.058264,0.140002,-0.015904,0.000877,-0.075659,-0.014342,0.081943,-0.010813,-0.007155,-0.056831,0.019927,-0.123818,-0.017361,0.051423,-0.004901,-0.218131,0.099960,-0.012484,0.079336,0.149310,0.133712,-0.046909,-0.185034,0.000822,-0.072326,0.139726,0.119768,-0.037337,-0.009330,-0.050133,-0.057262,0.084972,-0.007017,0.158403,-0.042929,-0.103240,-0.048993,-0.142754,0.073787,0.053299,0.119308,0.031399,-0.091953,0.003994,-0.083385,-0.017870,-0.035427,-0.169109,0.022781,0.032788,-0.002391,-0.021093,0.032976,-0.092842,0.045460,0.109696,-0.028406,-0.062121,0.128769,0.035325,0.001056,-0.035840,0.004413,-0.018143,-0.023752,-0.018664,-0.019167,-0.132888,0.100351,-0.020544,0.119687,-0.102867,-0.021131]",0.929618,401
6,0,128,"[0.022371,0.152972,0.083983,-0.105208,-0.058592,-0.012600,0.079111,-0.089886,-0.028063,-0.084897,-0.025263,0.179773,0.015174,0.128452,0.150332,-0.035645,0.074977,0.062105,-0.001730,-0.052515,-0.000753,-0.052398,-0.073181,-0.133297,-0.096682,-0.131605,-0.093385,0.017577,-0.169425,-0.017505,-0.042126,0.038182,-0.042277,-0.053938,0.070798,0.057872,-0.007681,0.009647,-0.107770,-0.119233,0.220389,0.092229,0.023887,-0.019089,-0.117187,0.103841,0.018039,-0.016034,-0.042652,0.061054,-0.019533,-0.163316,0.023141,0.078162,-0.107972,0.002600,0.031936,0.016755,-0.014966,-0.008593,-0.043191,-0.011803,-0.073585,0.077221,-0.186333,-0.001582,-0.150174,0.019202,0.025580,-0.008858,-0.149020,0.154122,-0.066510,0.036778,0.032567,0.022981,-0.083107,-0.192983,0.039517,-0.098320,0.031518,0.202558,-0.073844,-0.044153,-0.032121,0.045554,0.079906,-0.007272,0.121560,-0.057140,-0.191221,-0.074789,0.051905,-0.029824,-0.039171,0.048208,0.020741,0.025325,-0.083120,0.056711,-0.076098,-0.128996,-0.223267,0.018578,0.011784,0.162830,0.074392,0.112952,-0.022732,0.046429,0.034547,-0.036092,0.124053,0.238312,0.060129,0.062448,-0.058785,-0.117942,-0.063777,0.014416,0.020776,0.020438,-0.042047,0.069398,0.146628,0.035724,0.036143,0.062629]",0.954439,301
7,0,128,"[-0.069378,0.061928,0.046456,-0.080953,0.004874,-0.000582,0.091235,-0.107727,-0.176814,-0.093771,-0.009437,0.136664,-0.024772,0.069217,0.097524,-0.095276,0.063691,0.193067,0.006185,-0.081915,0.024427,-0.019791,0.055068,-0.107097,0.078157,-0.095217,-0.106651,-0.062606,-0.148070,0.021324,0.029057,-0.001186,-0.024514,-0.089491,0.094437,-0.000632,-0.088890,0.066097,-0.113199,-0.030368,0.215139,0.083848,0.092102,-0.018788,-0.068497,0.051135,0.008294,-0.097790,0.055823,0.063080,0.041274,-0.181056,0.124617,0.052984,-0.197536,-0.002930,0.009316,0.000507,0.009827,-0.102025,0.048507,0.024434,-0.069188,0.057393,-0.121471,0.044859,-0.191954,-0.125626,0.045390,0.034835,-0.209718,0.100645,0.058324,0.005754,-0.052117,0.091045,-0.120915,-0.195735,0.082732,-0.079833,-0.062681,0.196862,-0.049540,0.000426,-0.007993,-0.089566,0.158854,0.058080,0.105892,0.108702,-0.137282,0.065061,-0.012213,0.011781,-0.002532,0.095755,-0.072095,-0.030646,-0.015123,0.092898,-0.081064,-0.127872,-0.187729,0.068387,-0.024937,0.012111,0.084426,-0.045058,-0.119430,0.040982,0.019107,-0.009887,0.059462,0.116451,0.037824,-0.012082,-0.044981,-0.019991,-0.079106,0.003629,0.003994,0.033425,-0.063939,0.159929,0.086901,0.060773,-0.023034,0.022990]",0.949257,374
