scheme,totalQueries,measurableQueries,DomainAcc,Recall_at_1,Recall_at_k,DocHit_at_1_singleton,mean_relset_size,singleton_queries,meanSSR,P50_ms,P95_ms,mean_hops,ctrl_bytes_per_sec,ctrl_pkts_per_sec,avg_FIB_entries,avg_LSDB_entries,unique_hops_values,partition_detected,failure_effective,ssr_mean,ssr_p50,ssr_p95,cache_hit_exact_ratio,cache_hit_semantic_ratio,semantic_hit_ratio
tag,399,399,0.6466,0.0802,0.6617,0.0000,10.3258,33,0.642486,26.2810,51.3858,5.16,483641.30,638.40,119,523,3,0,0,0.642486,0.640755,0.782138,0.000000,0.000000,0.000000
