time_slot,domainId,nodeId,msrr_count,selected
4,1,0,12,1
4,6,0,8,0
4,3,0,4,0
5,6,0,8,1
5,7,0,5,0
5,0,0,4,0
5,3,0,4,0
5,5,0,4,0
6,5,0,6,1
6,0,0,4,1
6,1,0,4,0
6,3,0,4,0
6,4,0,4,0
6,7,0,3,0
7,1,0,8,1
7,0,0,4,1
7,2,0,4,0
7,7,0,4,0
7,3,0,3,0
7,5,0,2,0
8,6,0,12,1
8,3,0,5,0
8,5,0,4,0
8,7,0,4,0
9,4,0,8,1
9,0,0,4,1
9,2,0,4,0
9,5,0,4,0
9,6,0,4,0
9,7,0,1,0
10,2,0,8,1
10,3,0,6,0
10,0,0,4,0
10,5,0,4,0
10,7,0,3,0
11,7,0,8,1
11,6,0,7,0
11,0,0,4,0
11,2,0,4,0
11,3,0,2,0
