scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
domain-fail,domain3,25.000,1,1,-1,-1,5,1.000000,1.000000,9.223508,2799.143235,24,76,apps_stopped=3;isolated_links=2;metric=is_success
