scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_success,post_success,pre_domain_hit,post_domain_hit,pre_exact_hit,post_exact_hit,pre_timeout_rate,post_timeout_rate,pre_retrans_avg,post_retrans_avg,pre_rtt_ms,post_rtt_ms,pre_count,post_count,effective_reasons,notes
churn,iroute,12.000,1,1,-1,-1,2,0.900000,0.722222,1.000000,1.000000,0.900000,0.722222,0.300000,0.166667,0.000000,0.000000,0.000000,0.000000,16.725784,16.751360,20,36,domain_hit_drop;exact_hit_drop,churn_rounds=1;churn_interval_sec=4.000000;affected_domains=/domain2|/domain5;metric=domain_hit
