time_slot,domainId,nodeId,msrr_count,selected
4,0,0,4,1
4,1,0,4,1
4,7,0,4,0
4,2,0,3,0
4,3,0,3,0
4,6,0,3,0
4,4,0,2,0
4,5,0,1,0
5,3,0,7,1
5,1,0,6,1
5,5,0,5,0
5,6,0,4,0
5,2,0,2,0
5,4,0,1,0
6,5,0,6,1
6,2,0,4,1
6,3,0,4,0
6,6,0,4,0
6,0,0,3,0
6,1,0,3,0
6,7,0,1,0
7,5,0,10,1
7,1,0,3,1
7,6,0,3,0
7,7,0,3,0
7,0,0,2,0
7,4,0,2,0
7,2,0,1,0
7,3,0,1,0
8,7,0,1,1
