time_slot,nodeId,object_name,success,latency_ms,bytes
7,0,/d5/streetlight/sl_000189,1,0.0000,1200
8,0,/d7/streetlight/sl_000023,1,0.0000,1200
8,0,/d7/streetlight/sl_000030,1,0.0000,1200
8,0,/d7/streetlight/sl_000042,1,0.0000,1200
8,0,/d7/streetlight/sl_000054,1,0.0000,1200
8,0,/d7/streetlight/sl_000057,1,0.0000,1200
8,0,/d7/streetlight/sl_000069,1,0.0000,1200
8,0,/d7/streetlight/sl_000070,1,0.0000,1200
8,0,/d7/streetlight/sl_000072,1,0.0000,1200
8,0,/d7/streetlight/sl_000074,1,0.0000,1200
8,0,/d7/streetlight/sl_000079,1,0.0000,1200
8,0,/d7/streetlight/sl_000080,1,0.0000,1200
8,0,/d7/streetlight/sl_000093,1,0.0000,1200
