run_id,run_class,workflow,cache_mode,seed_provenance,git_commit,scheme,totalQueries,measurableQueries,DomainAcc,Recall_at_1,Recall_at_k,DocHit_at_1_singleton,mean_relset_size,singleton_queries,meanSSR,P50_ms,P95_ms,mean_hops,ctrl_bytes_per_sec,ctrl_pkts_per_sec,avg_FIB_entries,avg_LSDB_entries,unique_hops_values,partition_detected,failure_effective,ssr_mean,ssr_p50,ssr_p95,cache_hit_exact_ratio,cache_hit_semantic_ratio,semantic_hit_ratio
legacy-sanr-baseline-exp4-scaling-iroute-d8-s42,exploratory,legacy_import,enabled,unknown,6e44208441b85287f221ad19b91b87d519f2c5b7,iroute,499,499,0.9439,0.1202,1.0000,0.0833,10.3006,48,0.743925,26.0502,50.9039,5.16,15746.30,24.71,21,32,4,0,0,0.743925,0.749900,0.832777,0.000000,0.000000,0.000000
smoke-iroute-star-s42-20260310a,smoke,smoke_validation,disabled,native,6e44208441b85287f221ad19b91b87d519f2c5b7,iroute,2,2,1.0000,0.0000,1.0000,0.0000,8.5000,0,0.771245,8.0158,8.0158,1.00,2123.67,3.33,21,32,1,0,0,0.771245,0.839392,0.839392,0.000000,0.000000,0.000000
