# Rocketfuel topology converted to ndnSIM format
# Nodes: 1200, Links: 860
# Bandwidth: 10Gbps, Delay: 2ms

router

# node	comment	yPos	xPos
Node838	Pennsauken+NJ	166	72
Node839	Chicago+IL	218	21
Node840	Orlando+FL	48	63
Node841	Anaheim+CA	100	3
Node842	Chicago+IL	220	21
Node843	Atlanta+GA	148	9
Node844	Dallas+TX	202	27
Node845	Pennsauken+NJ	168	72
Node846	Chicago+IL	222	21
Node847	Roachdale+IN	30	87
Node848	Relay+MD	150	78
Node849	T	88	111
Node850	Atlanta+GA	150	9
Node851	Anaheim+CA	102	3
Node852	Tacoma+WA	20	114
Node853	Springfield+MA	2	99
Node854	Cheyenne+WY	68	18
Node855	Chicago+IL	224	21
Node856	Kansas+City+MO	82	42
Node857	Stockton+CA	134	105
Node858	Washington+DC	34	120
Node859	Relay+MD	152	78
Node860	Relay+MD	154	78
Node861	Relay+MD	156	78
Node862	Relay+MD	158	78
Node863	New+York+NY	96	60
Node864	Atlanta+GA	152	9
Node865	Stockton+CA	136	105
Node866	London+UnitedKingdom	8	48
Node867	Anaheim+CA	104	3
Node868	New+York+NY	98	60
Node869	Relay+MD	160	78
Node870	Dallas+TX	204	27
Node871	Stockton+CA	138	105
Node872	Relay+MD	162	78
Node873	New+York+NY	100	60
Node874	Dallas+TX	206	27
Node875	Stockton+CA	140	105
Node876	Roachdale+IN	32	87
Node877	Chicago+IL	226	21
Node878	Chicago+IL	228	21
Node879	Anaheim+CA	106	3
Node880	Kansas+City+MO	84	42
Node881	Orlando+FL	50	63
Node882	Pennsauken+NJ	170	72
Node883	Tacoma+WA	22	114
Node884	Anaheim+CA	108	3
Node885	Cheyenne+WY	70	18
Node886	Dallas+TX	208	27
Node887	Anaheim+CA	110	3
Node888	Pennsauken+NJ	172	72
Node889	Chicago+IL	230	21
Node890	Stockton+CA	142	105
Node891	Anaheim+CA	112	3
Node892	Pennsauken+NJ	174	72
Node893	Atlanta+GA	154	9
Node894	Dallas+TX	210	27
Node895	Relay+MD	164	78
Node896	Dallas+TX	212	27
Node897	Seattle+WA	38	93
Node898	New+York+NY	102	60
Node899	New+York+NY	104	60
Node900	Pennsauken+NJ	176	72
Node901	Seattle+WA	40	93
Node902	Springfield+MA	4	99
Node903	New+York+NY	106	60
Node904	Seattle+WA	42	93
Node905	Springfield+MA	6	99
Node906	New+York+NY	108	60
Node907	New+York+NY	110	60
Node908	New+York+NY	112	60
Node909	Springfield+MA	8	99
Node910	Pennsauken+NJ	178	72
Node911	New+York+NY	114	60
Node912	Relay+MD	166	78
Node913	Amsterdam+Netherland	2	0
Node914	Anaheim+CA	114	3
Node915	Anaheim+CA	116	3
Node916	Atlanta+GA	156	9
Node917	Atlanta+GA	158	9
Node918	Brussels+Belgium	2	15
Node919	Cheyenne+WY	72	18
Node920	Cheyenne+WY	74	18
Node921	Chicago+IL	232	21
Node922	Chicago+IL	234	21
Node923	Chicago+IL	236	21
Node924	Chicago+IL	238	21
Node925	Copenhagen+Denmark	0	24
Node926	Copenhagen+Denmark	2	24
Node927	Dublin+Ireland	2	30
Node928	Frankfurt+Germany	2	33
Node929	Frankfurt+Germany	4	33
Node930	Dallas+TX	214	27
Node931	Hamburg+Germany	0	36
Node932	Hong+Kong	0	39
Node933	Hong+Kong	2	39
Node934	Kansas+City+MO	86	42
Node935	Kansas+City+MO	88	42
Node936	London+UnitedKingdom	10	48
Node937	London+UnitedKingdom	12	48
Node938	Milan+Italy	0	54
Node939	Manasquan+NJ	0	51
Node940	Manasquan+NJ	2	51
Node941	New+York+NY	116	60
Node942	New+York+NY	118	60
Node943	New+York+NY	120	60
Node944	New+York+NY	122	60
Node945	New+York+NY	124	60
Node946	Orlando+FL	52	63
Node947	Orlando+FL	54	63
Node948	Orlando+FL	56	63
Node949	Paris+France	0	66
Node950	Pennsauken+NJ	180	72
Node951	Pearl+Harbor+HI	4	69
Node952	Pearl+Harbor+HI	6	69
Node953	Pearl+Harbor+HI	8	69
Node954	Relay+MD	168	78
Node955	Relay+MD	170	78
Node956	Relay+MD	172	78
Node957	Roachdale+IN	34	87
Node958	Research+Triangle+Pa	2	81
Node959	Seattle+WA	44	93
Node960	Seattle+WA	46	93
Node961	Seattle+WA	48	93
Node962	Singapore	0	96
Node963	San+Jose+CA	10	90
Node964	San+Jose+CA	12	90
Node965	San+Jose+CA	14	90
Node966	Stockton+CA	144	105
Node967	Stockton+CA	146	105
Node968	Stockholm+Sweden	2	102
Node969	Sydney+Australia	0	108
Node970	Tacoma+WA	24	114
Node971	Tokyo+Japan	0	117
Node972	Tokyo+Japan	2	117
Node973	Tokyo+Japan	4	117
Node974	Amsterdam+Netherland	4	0
Node975	Anaheim+CA	118	3
Node976	Anaheim+CA	120	3
Node977	Atlanta+GA	160	9
Node978	Atlanta+GA	162	9
Node979	Brussels+Belgium	4	15
Node980	Cheyenne+WY	76	18
Node981	Cheyenne+WY	78	18
Node982	Chicago+IL	240	21
Node983	Chicago+IL	242	21
Node984	Chicago+IL	244	21
Node985	Copenhagen+Denmark	4	24
Node986	Copenhagen+Denmark	6	24
Node987	Dublin+Ireland	4	30
Node988	Frankfurt+Germany	6	33
Node989	Dallas+TX	216	27
Node990	Dallas+TX	218	27
Node991	Dallas+TX	220	27
Node992	Hamburg+Germany	2	36
Node993	Kansas+City+MO	90	42
Node994	London+UnitedKingdom	14	48
Node995	London+UnitedKingdom	16	48
Node996	Milan+Italy	2	54
Node997	Manasquan+NJ	4	51
Node998	Manasquan+NJ	6	51
Node999	Munich+Germany	0	57
Node1000	New+York+NY	126	60
Node1001	New+York+NY	128	60
Node1002	New+York+NY	130	60
Node1003	Orlando+FL	58	63
Node1004	Orlando+FL	60	63
Node1005	Paris+France	2	66
Node1006	Pennsauken+NJ	182	72
Node1007	Pearl+Harbor+HI	10	69
Node1008	Relay+MD	174	78
Node1009	Seattle+WA	50	93
Node1010	Seattle+WA	52	93
Node1011	Singapore	2	96
Node1012	San+Jose+CA	16	90
Node1013	San+Jose+CA	18	90
Node1014	San+Jose+CA	20	90
Node1015	Stockton+CA	148	105
Node1016	Stockton+CA	150	105
Node1017	Stockholm+Sweden	4	102
Node1018	Sydney+Australia	2	108
Node1019	Tacoma+WA	26	114
Node1020	Tacoma+WA	28	114
Node1021	Tacoma+WA	30	114
Node1022	Tacoma+WA	32	114
Node1023	Anaheim+CA	122	3
Node1024	Anaheim+CA	124	3
Node1025	Anaheim+CA	126	3
Node1026	Atlanta+GA	164	9
Node1027	Chicago+IL	246	21
Node1028	Chicago+IL	248	21
Node1029	Dallas+TX	222	27
Node1030	Kansas+City+MO	92	42
Node1031	Kansas+City+MO	94	42
Node1032	Kansas+City+MO	96	42
Node1033	New+York+NY	132	60
Node1034	New+York+NY	134	60
Node1035	Orlando+FL	62	63
Node1036	Orlando+FL	64	63
Node1037	Pennsauken+NJ	184	72
Node1038	Relay+MD	176	78
Node1039	Relay+MD	178	78
Node1040	Relay+MD	180	78
Node1041	Relay+MD	182	78
Node1042	Roachdale+IN	36	87
Node1043	San+Jose+CA	22	90
Node1044	San+Jose+CA	24	90
Node1045	Tacoma+WA	34	114
Node1046	Tacoma+WA	36	114
Node1047	Anaheim+CA	128	3
Node1048	Anaheim+CA	130	3
Node1049	Atlanta+GA	166	9
Node1050	Chicago+IL	250	21
Node1051	Chicago+IL	252	21
Node1052	Chicago+IL	254	21
Node1053	Dallas+TX	224	27
Node1054	Dallas+TX	226	27
Node1055	Dallas+TX	228	27
Node1056	New+York+NY	136	60
Node1057	New+York+NY	138	60
Node1058	New+York+NY	140	60
Node1059	New+York+NY	142	60
Node1060	Pennsauken+NJ	186	72
Node1061	Pennsauken+NJ	188	72
Node1062	Relay+MD	184	78
Node1063	San+Jose+CA	26	90
Node1064	Anaheim+CA	132	3
Node1065	Atlanta+GA	168	9
Node1066	Chicago+IL	256	21
Node1067	New+York+NY	144	60
Node1068	Pennsauken+NJ	190	72
Node1069	Relay+MD	186	78
Node1070	San+Jose+CA	28	90
Node1071	Chicago+IL	258	21
Node1072	New+York+NY	146	60
Node1073	Pennsauken+NJ	192	72
Node1074	Pennsauken+NJ	194	72
Node1075	Relay+MD	188	78
Node1076	San+Jose+CA	30	90
Node1077	San+Jose+CA	32	90
Node1078	Dallas+TX	230	27
Node1079	New+York+NY	148	60
Node1080	New+York+NY	150	60
Node1081	New+York+NY	152	60
Node1082	Pennsauken+NJ	196	72
Node1083	Pennsauken+NJ	198	72
Node1084	Pennsauken+NJ	200	72
Node1085	Relay+MD	190	78
Node1086	New+York+NY	154	60
Node1087	New+York+NY	156	60
Node1088	Pennsauken+NJ	202	72
Node1089	Relay+MD	192	78
Node1090	Washington+DC	36	120
Node1091	Washington+DC	38	120
Node1092	Dallas+TX	232	27
Node1093	Washington+DC	40	120
Node1094	Dallas+TX	234	27
Node1095	Relay+MD	194	78
Node1096	Atlanta+GA	170	9
Node1097	Kansas+City+MO	98	42
Node1098	T	90	111
Node1099	San+Jose+CA	34	90
Node1100	T	92	111
Node1101	Dallas+TX	236	27
Node1102	Dallas+TX	238	27
Node1103	Atlanta+GA	172	9
Node1104	New+York+NY	158	60
Node1105	Chicago+IL	260	21
Node1106	Relay+MD	196	78
Node1107	Dallas+TX	240	27
Node1108	T	94	111
Node1109	New+York+NY	160	60
Node1110	Chicago+IL	262	21
Node1111	Washington+DC	42	120
Node1112	Washington+DC	44	120
Node1113	New+York+NY	162	60
Node1114	Pennsauken+NJ	204	72
Node1115	Seattle+WA	54	93
Node1116	Pennsauken+NJ	206	72
Node1117	Orlando+FL	66	63
Node1118	Pennsauken+NJ	208	72
Node1119	Relay+MD	198	78
Node1120	Relay+MD	200	78
Node1121	Chicago+IL	264	21
Node1122	Pennsauken+NJ	210	72
Node1123	Anaheim+CA	134	3
Node1124	Pennsauken+NJ	212	72
Node1125	New+York+NY	164	60
Node1126	Atlanta+GA	174	9
Node1127	Atlanta+GA	176	9
Node1128	Relay+MD	202	78
Node1129	Tacoma+WA	38	114
Node1130	Tacoma+WA	40	114
Node1131	Washington+DC	46	120
Node1132	Stockton+CA	152	105
Node1133	Orlando+FL	68	63
Node1134	Dallas+TX	242	27
Node1135	Chicago+IL	266	21
Node1136	Relay+MD	204	78
Node1137	New+York+NY	166	60
Node1138	Dallas+TX	244	27
Node1139	Relay+MD	206	78
Node1140	Dallas+TX	246	27
Node1141	Chicago+IL	268	21
Node1142	Dallas+TX	248	27
Node1143	Relay+MD	208	78
Node1144	Stockton+CA	154	105
Node1145	Tacoma+WA	42	114
Node1146	T	96	111
Node1147	Chicago+IL	270	21
Node1148	Chicago+IL	272	21
Node1149	Pennsauken+NJ	214	72
Node1150	Stockton+CA	156	105
Node1151	Pennsauken+NJ	216	72
Node1152	Pennsauken+NJ	218	72
Node1153	Stockton+CA	158	105
Node1154	Dallas+TX	250	27
Node1155	Chicago+IL	274	21
Node1156	Chicago+IL	276	21
Node1157	Anaheim+CA	136	3
Node1158	New+York+NY	168	60
Node1159	Dallas+TX	252	27
Node1160	Chicago+IL	278	21
Node1161	Chicago+IL	280	21
Node1162	New+York+NY	170	60
Node1163	Relay+MD	210	78
Node1164	Washington+DC	48	120
Node1165	Anaheim+CA	138	3
Node1166	Roachdale+IN	38	87
Node1167	New+York+NY	172	60
Node1168	Relay+MD	212	78
Node1169	Pennsauken+NJ	220	72
Node1170	Chicago+IL	282	21
Node1171	Dallas+TX	254	27
Node1172	Seattle+WA	56	93
Node1173	Relay+MD	214	78
Node1174	Atlanta+GA	178	9
Node1175	T	98	111
Node1176	Pennsauken+NJ	222	72
Node1177	Tacoma+WA	44	114
Node1178	Pennsauken+NJ	224	72
Node1179	Stockton+CA	160	105
Node1180	Anaheim+CA	140	3
Node1181	Stockton+CA	162	105
Node1182	Stockton+CA	164	105
Node1183	Relay+MD	216	78
Node1184	Atlanta+GA	180	9
Node1185	New+York+NY	174	60
Node1186	Dallas+TX	256	27
Node1187	Dallas+TX	258	27
Node1188	Pennsauken+NJ	226	72
Node1189	Anaheim+CA	142	3
Node1190	Chicago+IL	284	21
Node1191	Stockton+CA	166	105
Node1192	Springfield+MA	10	99
Node1193	Washington+DC	50	120
Node1194	Dallas+TX	260	27
Node1195	Chicago+IL	286	21
Node1196	Pennsauken+NJ	228	72
Node1197	Atlanta+GA	182	9
Node1198	Kansas+City+MO	100	42
Node1199	Orlando+FL	70	63

link

# srcNode	dstNode	bandwidth	metric	delay	queue
Node0	Node936	10Gbps	1	2ms	100
Node0	Node987	10Gbps	1	2ms	100
Node7	Node906	10Gbps	1	2ms	100
Node7	Node908	10Gbps	1	2ms	100
Node111	Node968	10Gbps	1	2ms	100
Node112	Node958	10Gbps	1	2ms	100
Node116	Node948	10Gbps	1	2ms	100
Node118	Node1022	10Gbps	1	2ms	100
Node126	Node984	10Gbps	1	2ms	100
Node126	Node1027	10Gbps	1	2ms	100
Node126	Node1028	10Gbps	1	2ms	100
Node126	Node1054	10Gbps	1	2ms	100
Node127	Node184	10Gbps	1	2ms	100
Node127	Node921	10Gbps	1	2ms	100
Node127	Node922	10Gbps	1	2ms	100
Node127	Node924	10Gbps	1	2ms	100
Node127	Node982	10Gbps	1	2ms	100
Node127	Node983	10Gbps	1	2ms	100
Node127	Node1027	10Gbps	1	2ms	100
Node127	Node1028	10Gbps	1	2ms	100
Node127	Node1052	10Gbps	1	2ms	100
Node127	Node1071	10Gbps	1	2ms	100
Node128	Node388	10Gbps	1	2ms	100
Node129	Node142	10Gbps	1	2ms	100
Node129	Node921	10Gbps	1	2ms	100
Node129	Node922	10Gbps	1	2ms	100
Node129	Node924	10Gbps	1	2ms	100
Node129	Node982	10Gbps	1	2ms	100
Node129	Node983	10Gbps	1	2ms	100
Node129	Node1027	10Gbps	1	2ms	100
Node129	Node1028	10Gbps	1	2ms	100
Node129	Node1051	10Gbps	1	2ms	100
Node129	Node1071	10Gbps	1	2ms	100
Node130	Node1027	10Gbps	1	2ms	100
Node130	Node1028	10Gbps	1	2ms	100
Node142	Node905	10Gbps	1	2ms	100
Node142	Node924	10Gbps	1	2ms	100
Node142	Node977	10Gbps	1	2ms	100
Node142	Node981	10Gbps	1	2ms	100
Node142	Node989	10Gbps	1	2ms	100
Node142	Node1000	10Gbps	1	2ms	100
Node143	Node975	10Gbps	1	2ms	100
Node146	Node150	10Gbps	1	2ms	100
Node153	Node897	10Gbps	1	2ms	100
Node153	Node959	10Gbps	1	2ms	100
Node153	Node961	10Gbps	1	2ms	100
Node153	Node1010	10Gbps	1	2ms	100
Node155	Node982	10Gbps	1	2ms	100
Node155	Node983	10Gbps	1	2ms	100
Node155	Node984	10Gbps	1	2ms	100
Node157	Node936	10Gbps	1	2ms	100
Node157	Node937	10Gbps	1	2ms	100
Node161	Node952	10Gbps	1	2ms	100
Node161	Node1029	10Gbps	1	2ms	100
Node164	Node175	10Gbps	1	2ms	100
Node164	Node914	10Gbps	1	2ms	100
Node164	Node952	10Gbps	1	2ms	100
Node164	Node976	10Gbps	1	2ms	100
Node164	Node1029	10Gbps	1	2ms	100
Node164	Node1047	10Gbps	1	2ms	100
Node167	Node168	10Gbps	1	2ms	100
Node167	Node952	10Gbps	1	2ms	100
Node167	Node975	10Gbps	1	2ms	100
Node167	Node990	10Gbps	1	2ms	100
Node167	Node1024	10Gbps	1	2ms	100
Node167	Node1063	10Gbps	1	2ms	100
Node167	Node1078	10Gbps	1	2ms	100
Node168	Node1023	10Gbps	1	2ms	100
Node168	Node1047	10Gbps	1	2ms	100
Node168	Node1048	10Gbps	1	2ms	100
Node170	Node318	10Gbps	1	2ms	100
Node170	Node970	10Gbps	1	2ms	100
Node170	Node1022	10Gbps	1	2ms	100
Node172	Node232	10Gbps	1	2ms	100
Node172	Node278	10Gbps	1	2ms	100
Node172	Node911	10Gbps	1	2ms	100
Node172	Node930	10Gbps	1	2ms	100
Node172	Node989	10Gbps	1	2ms	100
Node172	Node990	10Gbps	1	2ms	100
Node172	Node991	10Gbps	1	2ms	100
Node172	Node1029	10Gbps	1	2ms	100
Node172	Node1053	10Gbps	1	2ms	100
Node172	Node1054	10Gbps	1	2ms	100
Node174	Node975	10Gbps	1	2ms	100
Node174	Node1044	10Gbps	1	2ms	100
Node174	Node1054	10Gbps	1	2ms	100
Node175	Node915	10Gbps	1	2ms	100
Node175	Node1025	10Gbps	1	2ms	100
Node175	Node1047	10Gbps	1	2ms	100
Node175	Node1048	10Gbps	1	2ms	100
Node177	Node1084	10Gbps	1	2ms	100
Node178	Node1008	10Gbps	1	2ms	100
Node184	Node222	10Gbps	1	2ms	100
Node184	Node935	10Gbps	1	2ms	100
Node184	Node942	10Gbps	1	2ms	100
Node184	Node984	10Gbps	1	2ms	100
Node184	Node1029	10Gbps	1	2ms	100
Node185	Node1028	10Gbps	1	2ms	100
Node193	Node937	10Gbps	1	2ms	100
Node199	Node901	10Gbps	1	2ms	100
Node199	Node904	10Gbps	1	2ms	100
Node204	Node1029	10Gbps	1	2ms	100
Node213	Node916	10Gbps	1	2ms	100
Node213	Node917	10Gbps	1	2ms	100
Node213	Node930	10Gbps	1	2ms	100
Node213	Node964	10Gbps	1	2ms	100
Node213	Node977	10Gbps	1	2ms	100
Node213	Node978	10Gbps	1	2ms	100
Node213	Node1026	10Gbps	1	2ms	100
Node216	Node916	10Gbps	1	2ms	100
Node216	Node917	10Gbps	1	2ms	100
Node216	Node977	10Gbps	1	2ms	100
Node216	Node978	10Gbps	1	2ms	100
Node216	Node1026	10Gbps	1	2ms	100
Node217	Node916	10Gbps	1	2ms	100
Node217	Node917	10Gbps	1	2ms	100
Node217	Node977	10Gbps	1	2ms	100
Node217	Node978	10Gbps	1	2ms	100
Node217	Node1026	10Gbps	1	2ms	100
Node218	Node916	10Gbps	1	2ms	100
Node218	Node917	10Gbps	1	2ms	100
Node218	Node977	10Gbps	1	2ms	100
Node218	Node978	10Gbps	1	2ms	100
Node218	Node1026	10Gbps	1	2ms	100
Node219	Node941	10Gbps	1	2ms	100
Node219	Node942	10Gbps	1	2ms	100
Node219	Node943	10Gbps	1	2ms	100
Node219	Node944	10Gbps	1	2ms	100
Node219	Node945	10Gbps	1	2ms	100
Node219	Node1000	10Gbps	1	2ms	100
Node219	Node1001	10Gbps	1	2ms	100
Node219	Node1002	10Gbps	1	2ms	100
Node219	Node1033	10Gbps	1	2ms	100
Node219	Node1057	10Gbps	1	2ms	100
Node219	Node1058	10Gbps	1	2ms	100
Node219	Node1059	10Gbps	1	2ms	100
Node220	Node916	10Gbps	1	2ms	100
Node220	Node917	10Gbps	1	2ms	100
Node220	Node930	10Gbps	1	2ms	100
Node220	Node977	10Gbps	1	2ms	100
Node220	Node978	10Gbps	1	2ms	100
Node220	Node1026	10Gbps	1	2ms	100
Node221	Node1038	10Gbps	1	2ms	100
Node222	Node921	10Gbps	1	2ms	100
Node222	Node922	10Gbps	1	2ms	100
Node222	Node924	10Gbps	1	2ms	100
Node222	Node982	10Gbps	1	2ms	100
Node222	Node983	10Gbps	1	2ms	100
Node222	Node1027	10Gbps	1	2ms	100
Node222	Node1028	10Gbps	1	2ms	100
Node222	Node1051	10Gbps	1	2ms	100
Node222	Node1052	10Gbps	1	2ms	100
Node222	Node1071	10Gbps	1	2ms	100
Node224	Node921	10Gbps	1	2ms	100
Node224	Node922	10Gbps	1	2ms	100
Node224	Node924	10Gbps	1	2ms	100
Node224	Node982	10Gbps	1	2ms	100
Node224	Node983	10Gbps	1	2ms	100
Node224	Node1027	10Gbps	1	2ms	100
Node224	Node1028	10Gbps	1	2ms	100
Node224	Node1051	10Gbps	1	2ms	100
Node224	Node1052	10Gbps	1	2ms	100
Node224	Node1071	10Gbps	1	2ms	100
Node225	Node640	10Gbps	1	2ms	100
Node225	Node919	10Gbps	1	2ms	100
Node225	Node920	10Gbps	1	2ms	100
Node225	Node980	10Gbps	1	2ms	100
Node225	Node981	10Gbps	1	2ms	100
Node226	Node921	10Gbps	1	2ms	100
Node226	Node922	10Gbps	1	2ms	100
Node226	Node924	10Gbps	1	2ms	100
Node226	Node982	10Gbps	1	2ms	100
Node226	Node983	10Gbps	1	2ms	100
Node226	Node1027	10Gbps	1	2ms	100
Node226	Node1028	10Gbps	1	2ms	100
Node226	Node1051	10Gbps	1	2ms	100
Node226	Node1052	10Gbps	1	2ms	100
Node226	Node1071	10Gbps	1	2ms	100
Node227	Node921	10Gbps	1	2ms	100
Node227	Node922	10Gbps	1	2ms	100
Node227	Node924	10Gbps	1	2ms	100
Node227	Node982	10Gbps	1	2ms	100
Node227	Node983	10Gbps	1	2ms	100
Node227	Node1027	10Gbps	1	2ms	100
Node227	Node1028	10Gbps	1	2ms	100
Node227	Node1071	10Gbps	1	2ms	100
Node231	Node920	10Gbps	1	2ms	100
Node231	Node981	10Gbps	1	2ms	100
Node232	Node248	10Gbps	1	2ms	100
Node232	Node510	10Gbps	1	2ms	100
Node232	Node930	10Gbps	1	2ms	100
Node234	Node639	10Gbps	1	2ms	100
Node234	Node919	10Gbps	1	2ms	100
Node234	Node920	10Gbps	1	2ms	100
Node234	Node980	10Gbps	1	2ms	100
Node234	Node981	10Gbps	1	2ms	100
Node248	Node267	10Gbps	1	2ms	100
Node248	Node278	10Gbps	1	2ms	100
Node248	Node279	10Gbps	1	2ms	100
Node248	Node310	10Gbps	1	2ms	100
Node248	Node911	10Gbps	1	2ms	100
Node248	Node990	10Gbps	1	2ms	100
Node248	Node1054	10Gbps	1	2ms	100
Node250	Node994	10Gbps	1	2ms	100
Node252	Node1028	10Gbps	1	2ms	100
Node252	Node1078	10Gbps	1	2ms	100
Node254	Node319	10Gbps	1	2ms	100
Node256	Node1029	10Gbps	1	2ms	100
Node256	Node1047	10Gbps	1	2ms	100
Node257	Node928	10Gbps	1	2ms	100
Node264	Node903	10Gbps	1	2ms	100
Node267	Node510	10Gbps	1	2ms	100
Node267	Node989	10Gbps	1	2ms	100
Node267	Node1004	10Gbps	1	2ms	100
Node267	Node1078	10Gbps	1	2ms	100
Node267	Node1083	10Gbps	1	2ms	100
Node268	Node922	10Gbps	1	2ms	100
Node269	Node1005	10Gbps	1	2ms	100
Node278	Node921	10Gbps	1	2ms	100
Node278	Node930	10Gbps	1	2ms	100
Node278	Node982	10Gbps	1	2ms	100
Node278	Node1055	10Gbps	1	2ms	100
Node279	Node911	10Gbps	1	2ms	100
Node279	Node1047	10Gbps	1	2ms	100
Node279	Node1053	10Gbps	1	2ms	100
Node280	Node929	10Gbps	1	2ms	100
Node282	Node942	10Gbps	1	2ms	100
Node285	Node510	10Gbps	1	2ms	100
Node292	Node1027	10Gbps	1	2ms	100
Node292	Node1028	10Gbps	1	2ms	100
Node293	Node510	10Gbps	1	2ms	100
Node306	Node927	10Gbps	1	2ms	100
Node306	Node987	10Gbps	1	2ms	100
Node307	Node913	10Gbps	1	2ms	100
Node308	Node932	10Gbps	1	2ms	100
Node308	Node933	10Gbps	1	2ms	100
Node310	Node1051	10Gbps	1	2ms	100
Node315	Node964	10Gbps	1	2ms	100
Node315	Node1013	10Gbps	1	2ms	100
Node315	Node1015	10Gbps	1	2ms	100
Node316	Node1031	10Gbps	1	2ms	100
Node316	Node1032	10Gbps	1	2ms	100
Node317	Node1027	10Gbps	1	2ms	100
Node317	Node1028	10Gbps	1	2ms	100
Node318	Node961	10Gbps	1	2ms	100
Node318	Node965	10Gbps	1	2ms	100
Node318	Node969	10Gbps	1	2ms	100
Node318	Node981	10Gbps	1	2ms	100
Node318	Node1045	10Gbps	1	2ms	100
Node318	Node1046	10Gbps	1	2ms	100
Node319	Node959	10Gbps	1	2ms	100
Node319	Node960	10Gbps	1	2ms	100
Node319	Node961	10Gbps	1	2ms	100
Node319	Node1009	10Gbps	1	2ms	100
Node320	Node954	10Gbps	1	2ms	100
Node323	Node1082	10Gbps	1	2ms	100
Node324	Node1073	10Gbps	1	2ms	100
Node330	Node388	10Gbps	1	2ms	100
Node388	Node966	10Gbps	1	2ms	100
Node388	Node967	10Gbps	1	2ms	100
Node388	Node1015	10Gbps	1	2ms	100
Node388	Node1016	10Gbps	1	2ms	100
Node444	Node898	10Gbps	1	2ms	100
Node444	Node899	10Gbps	1	2ms	100
Node487	Node906	10Gbps	1	2ms	100
Node487	Node908	10Gbps	1	2ms	100
Node510	Node773	10Gbps	1	2ms	100
Node510	Node911	10Gbps	1	2ms	100
Node510	Node989	10Gbps	1	2ms	100
Node510	Node990	10Gbps	1	2ms	100
Node510	Node1029	10Gbps	1	2ms	100
Node510	Node1053	10Gbps	1	2ms	100
Node510	Node1054	10Gbps	1	2ms	100
Node511	Node1006	10Gbps	1	2ms	100
Node517	Node898	10Gbps	1	2ms	100
Node517	Node899	10Gbps	1	2ms	100
Node534	Node1069	10Gbps	1	2ms	100
Node639	Node981	10Gbps	1	2ms	100
Node645	Node1037	10Gbps	1	2ms	100
Node649	Node898	10Gbps	1	2ms	100
Node649	Node899	10Gbps	1	2ms	100
Node700	Node903	10Gbps	1	2ms	100
Node893	Node916	10Gbps	1	2ms	100
Node894	Node1029	10Gbps	1	2ms	100
Node895	Node954	10Gbps	1	2ms	100
Node895	Node955	10Gbps	1	2ms	100
Node895	Node956	10Gbps	1	2ms	100
Node895	Node1038	10Gbps	1	2ms	100
Node895	Node1039	10Gbps	1	2ms	100
Node895	Node1040	10Gbps	1	2ms	100
Node895	Node1041	10Gbps	1	2ms	100
Node896	Node975	10Gbps	1	2ms	100
Node896	Node978	10Gbps	1	2ms	100
Node896	Node991	10Gbps	1	2ms	100
Node897	Node901	10Gbps	1	2ms	100
Node897	Node904	10Gbps	1	2ms	100
Node898	Node944	10Gbps	1	2ms	100
Node898	Node995	10Gbps	1	2ms	100
Node898	Node1079	10Gbps	1	2ms	100
Node898	Node1080	10Gbps	1	2ms	100
Node898	Node1081	10Gbps	1	2ms	100
Node898	Node1158	10Gbps	1	2ms	100
Node899	Node941	10Gbps	1	2ms	100
Node899	Node942	10Gbps	1	2ms	100
Node899	Node943	10Gbps	1	2ms	100
Node899	Node944	10Gbps	1	2ms	100
Node899	Node945	10Gbps	1	2ms	100
Node899	Node1080	10Gbps	1	2ms	100
Node899	Node1158	10Gbps	1	2ms	100
Node900	Node950	10Gbps	1	2ms	100
Node901	Node959	10Gbps	1	2ms	100
Node901	Node961	10Gbps	1	2ms	100
Node901	Node1009	10Gbps	1	2ms	100
Node901	Node1028	10Gbps	1	2ms	100
Node902	Node909	10Gbps	1	2ms	100
Node902	Node921	10Gbps	1	2ms	100
Node902	Node922	10Gbps	1	2ms	100
Node902	Node923	10Gbps	1	2ms	100
Node902	Node924	10Gbps	1	2ms	100
Node902	Node1068	10Gbps	1	2ms	100
Node903	Node941	10Gbps	1	2ms	100
Node903	Node942	10Gbps	1	2ms	100
Node903	Node943	10Gbps	1	2ms	100
Node903	Node944	10Gbps	1	2ms	100
Node903	Node945	10Gbps	1	2ms	100
Node903	Node1081	10Gbps	1	2ms	100
Node904	Node1010	10Gbps	1	2ms	100
Node905	Node909	10Gbps	1	2ms	100
Node905	Node982	10Gbps	1	2ms	100
Node905	Node983	10Gbps	1	2ms	100
Node905	Node984	10Gbps	1	2ms	100
Node905	Node1006	10Gbps	1	2ms	100
Node906	Node936	10Gbps	1	2ms	100
Node906	Node941	10Gbps	1	2ms	100
Node906	Node942	10Gbps	1	2ms	100
Node906	Node943	10Gbps	1	2ms	100
Node906	Node944	10Gbps	1	2ms	100
Node906	Node945	10Gbps	1	2ms	100
Node906	Node1079	10Gbps	1	2ms	100
Node906	Node1080	10Gbps	1	2ms	100
Node906	Node1081	10Gbps	1	2ms	100
Node907	Node943	10Gbps	1	2ms	100
Node907	Node995	10Gbps	1	2ms	100
Node908	Node943	10Gbps	1	2ms	100
Node908	Node995	10Gbps	1	2ms	100
