scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
link-fail,coreA-domain3,50.000,1,1,1,1,0,1.000000,1.000000,17.293122,2231.199278,149,150,link_recovered;metric=is_success
