scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_success,post_success,pre_domain_hit,post_domain_hit,pre_exact_hit,post_exact_hit,pre_timeout_rate,post_timeout_rate,pre_retrans_avg,post_retrans_avg,pre_rtt_ms,post_rtt_ms,pre_count,post_count,effective_reasons,notes
churn,flood,12.000,1,1,-1,-1,2,0.450000,0.583333,0.800000,0.916667,0.450000,0.583333,0.150000,0.194444,0.000000,0.000000,0.000000,0.000000,15.208142,571.914485,20,36,rtt_shift,churn_rounds=1;churn_interval_sec=4.000000;affected_domains=/domain2|/domain3;metric=domain_hit
