scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
domain-fail,domain0,12.000,1,1,-1,-1,2,0.869565,0.794872,9.496409,419.591205,23,39,apps_stopped=1;isolated_links=1;metric=is_success
