scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
link-fail,coreA-domain1,50.000,1,1,1,1,0,0.946309,0.969466,16.443712,346.512836,149,131,link_recovered;metric=is_success
