scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_success,post_success,pre_domain_hit,post_domain_hit,pre_exact_hit,post_exact_hit,pre_timeout_rate,post_timeout_rate,pre_retrans_avg,post_retrans_avg,pre_rtt_ms,post_rtt_ms,pre_count,post_count,effective_reasons,notes
link-fail,coreA-domain4,12.000,1,1,1,1,0,0.900000,0.638889,1.000000,0.861111,0.900000,0.638889,0.300000,0.166667,0.000000,0.138889,0.000000,0.000000,16.725784,793.674316,20,36,domain_hit_drop;success_drop;exact_hit_drop;timeout_increase;rtt_shift,link_recovered;metric=domain_hit
