scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_success,post_success,pre_domain_hit,post_domain_hit,pre_exact_hit,post_exact_hit,pre_timeout_rate,post_timeout_rate,pre_retrans_avg,post_retrans_avg,pre_rtt_ms,post_rtt_ms,pre_count,post_count,effective_reasons,notes
domain-fail,domain1,12.000,1,1,-1,-1,4,0.900000,0.103448,1.000000,0.965517,0.900000,0.103448,0.300000,0.034483,0.000000,0.034483,0.000000,0.000000,16.725784,4017.742300,20,29,domain_hit_drop;exact_hit_drop;timeout_increase;rtt_shift,apps_stopped=2;isolated_links=2;metric=domain_hit
