scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
link-fail,ingress-domain0,12.000,1,1,1,0,0,0.869565,0.875000,9.496409,109.703629,23,40,link_recovered;metric=is_success
