scheme,totalQueries,measurableQueries,DomainAcc,Recall_at_1,Recall_at_k,DocHit_at_1_singleton,mean_relset_size,singleton_queries,meanSSR,P50_ms,P95_ms,mean_hops,ctrl_bytes_per_sec,ctrl_pkts_per_sec,avg_FIB_entries,avg_LSDB_entries,unique_hops_values,partition_detected,failure_effective
iroute,500,425,0.8329,0.2918,0.9765,0.0270,25.3153,37,0.721396,14.8462,16.3435,2.00,14162.88,22.21,21,32,1,0,0
