scheme,totalQueries,measurableQueries,DomainAcc,Recall_at_1,Recall_at_k,DocHit_at_1_singleton,mean_relset_size,singleton_queries,meanSSR,P50_ms,P95_ms,mean_hops,ctrl_bytes_per_sec,ctrl_pkts_per_sec,avg_FIB_entries,avg_LSDB_entries,unique_hops_values,partition_detected,failure_effective,ssr_mean,ssr_p50,ssr_p95,cache_hit_exact_ratio,cache_hit_semantic_ratio,semantic_hit_ratio
flood,199,199,0.6231,0.0402,0.6432,0.0000,10.0101,16,0.656748,27.6218,50.9958,5.13,15114.10,19.90,18,0,4,0,0,0.656748,0.663115,0.817257,0.000000,0.000000,0.000000
