scheme,total_queries,measurement_queries,success_queries,timeout_queries,timeout_rate,unique_rtt_values,p50_ms,p95_ms,top_rtt_values,cache_miss_queries,cache_miss_unique_rtt_values,cache_miss_p50_ms,cache_miss_p95_ms
sanr-tag,500,500,500,0,0.000000,392,40.6858,70.7492,40.680:6;40.711:5;40.759:5;40.695:4;40.751:4;40.775:4;40.600:3;40.609:3;40.634:3;40.642:3,497,390,40.6844,70.7492
