# Rocketfuel topology converted to ndnSIM format
# Nodes: 700, Links: 2279
# Bandwidth: 10Gbps, Delay: 2ms

router

# node	comment	yPos	xPos
Node14	Node111	10Gbps	1	2ms	100
Node14	Node195	10Gbps	1	2ms	100
Node14	Node196	10Gbps	1	2ms	100
Node14	Node197	10Gbps	1	2ms	100
Node14	Node617	10Gbps	1	2ms	100
Node15	Node57	10Gbps	1	2ms	100
Node15	Node58	10Gbps	1	2ms	100
Node15	Node59	10Gbps	1	2ms	100
Node15	Node60	10Gbps	1	2ms	100
Node15	Node61	10Gbps	1	2ms	100
Node15	Node196	10Gbps	1	2ms	100
Node15	Node617	10Gbps	1	2ms	100
Node16	Node66	10Gbps	1	2ms	100
Node17	Node75	10Gbps	1	2ms	100
Node17	Node77	10Gbps	1	2ms	100
Node17	Node125	10Gbps	1	2ms	100
Node17	Node144	10Gbps	1	2ms	100
Node17	Node303	10Gbps	1	2ms	100
Node17	Node304	10Gbps	1	2ms	100
Node17	Node305	10Gbps	1	2ms	100
Node17	Node333	10Gbps	1	2ms	100
Node17	Node523	10Gbps	1	2ms	100
Node17	Node580	10Gbps	1	2ms	100
Node17	Node642	10Gbps	1	2ms	100
Node17	Node696	10Gbps	1	2ms	100
Node18	Node25	10Gbps	1	2ms	100
Node18	Node37	10Gbps	1	2ms	100
Node18	Node38	10Gbps	1	2ms	100
Node18	Node39	10Gbps	1	2ms	100
Node18	Node40	10Gbps	1	2ms	100
Node18	Node184	10Gbps	1	2ms	100
Node18	Node213	10Gbps	1	2ms	100
Node18	Node259	10Gbps	1	2ms	100
Node18	Node582	10Gbps	1	2ms	100
Node18	Node626	10Gbps	1	2ms	100
Node19	Node57	10Gbps	1	2ms	100
Node19	Node58	10Gbps	1	2ms	100
Node19	Node59	10Gbps	1	2ms	100
Node19	Node60	10Gbps	1	2ms	100
Node19	Node61	10Gbps	1	2ms	100
Node19	Node197	10Gbps	1	2ms	100
Node20	Node126	10Gbps	1	2ms	100
Node20	Node303	10Gbps	1	2ms	100
Node20	Node304	10Gbps	1	2ms	100
Node20	Node305	10Gbps	1	2ms	100
Node20	Node333	10Gbps	1	2ms	100
Node20	Node580	10Gbps	1	2ms	100
Node20	Node642	10Gbps	1	2ms	100
Node21	Node25	10Gbps	1	2ms	100
Node21	Node98	10Gbps	1	2ms	100
Node21	Node99	10Gbps	1	2ms	100
Node21	Node100	10Gbps	1	2ms	100
Node21	Node122	10Gbps	1	2ms	100
Node21	Node221	10Gbps	1	2ms	100
Node21	Node259	10Gbps	1	2ms	100
Node21	Node582	10Gbps	1	2ms	100
Node21	Node626	10Gbps	1	2ms	100
Node22	Node52	10Gbps	1	2ms	100
Node22	Node57	10Gbps	1	2ms	100
Node22	Node58	10Gbps	1	2ms	100
Node22	Node59	10Gbps	1	2ms	100
Node22	Node60	10Gbps	1	2ms	100
Node22	Node61	10Gbps	1	2ms	100
Node22	Node195	10Gbps	1	2ms	100
Node22	Node196	10Gbps	1	2ms	100
Node22	Node197	10Gbps	1	2ms	100
Node22	Node617	10Gbps	1	2ms	100
Node23	Node59	10Gbps	1	2ms	100
Node23	Node111	10Gbps	1	2ms	100
Node24	Node59	10Gbps	1	2ms	100
Node24	Node111	10Gbps	1	2ms	100
Node24	Node197	10Gbps	1	2ms	100
Node24	Node617	10Gbps	1	2ms	100
Node25	Node182	10Gbps	1	2ms	100
Node27	Node120	10Gbps	1	2ms	100
Node27	Node147	10Gbps	1	2ms	100
Node27	Node187	10Gbps	1	2ms	100
Node27	Node199	10Gbps	1	2ms	100
Node27	Node273	10Gbps	1	2ms	100
Node27	Node296	10Gbps	1	2ms	100
Node27	Node328	10Gbps	1	2ms	100
Node27	Node342	10Gbps	1	2ms	100
Node27	Node356	10Gbps	1	2ms	100
Node27	Node369	10Gbps	1	2ms	100
Node27	Node436	10Gbps	1	2ms	100
Node27	Node449	10Gbps	1	2ms	100
Node27	Node459	10Gbps	1	2ms	100
Node27	Node468	10Gbps	1	2ms	100
Node27	Node481	10Gbps	1	2ms	100
Node27	Node488	10Gbps	1	2ms	100
Node27	Node498	10Gbps	1	2ms	100
Node27	Node505	10Gbps	1	2ms	100
Node27	Node527	10Gbps	1	2ms	100
Node27	Node537	10Gbps	1	2ms	100
Node27	Node594	10Gbps	1	2ms	100
Node27	Node614	10Gbps	1	2ms	100
Node27	Node636	10Gbps	1	2ms	100
Node27	Node652	10Gbps	1	2ms	100
Node27	Node670	10Gbps	1	2ms	100
Node28	Node70	10Gbps	1	2ms	100
Node28	Node71	10Gbps	1	2ms	100
Node28	Node72	10Gbps	1	2ms	100
Node28	Node154	10Gbps	1	2ms	100
Node28	Node155	10Gbps	1	2ms	100
Node28	Node156	10Gbps	1	2ms	100
Node28	Node157	10Gbps	1	2ms	100
Node29	Node90	10Gbps	1	2ms	100
Node29	Node95	10Gbps	1	2ms	100
Node29	Node263	10Gbps	1	2ms	100
Node29	Node401	10Gbps	1	2ms	100
Node30	Node139	10Gbps	1	2ms	100
Node30	Node141	10Gbps	1	2ms	100
Node30	Node160	10Gbps	1	2ms	100
Node30	Node164	10Gbps	1	2ms	100
Node30	Node170	10Gbps	1	2ms	100
Node30	Node180	10Gbps	1	2ms	100
Node30	Node216	10Gbps	1	2ms	100
Node30	Node443	10Gbps	1	2ms	100
Node30	Node457	10Gbps	1	2ms	100
Node30	Node464	10Gbps	1	2ms	100
Node31	Node139	10Gbps	1	2ms	100
Node31	Node160	10Gbps	1	2ms	100
Node31	Node163	10Gbps	1	2ms	100
Node31	Node164	10Gbps	1	2ms	100
Node31	Node170	10Gbps	1	2ms	100
Node31	Node216	10Gbps	1	2ms	100
Node31	Node291	10Gbps	1	2ms	100
Node31	Node308	10Gbps	1	2ms	100
Node31	Node322	10Gbps	1	2ms	100
Node31	Node366	10Gbps	1	2ms	100
Node31	Node376	10Gbps	1	2ms	100
Node31	Node384	10Gbps	1	2ms	100
Node31	Node402	10Gbps	1	2ms	100
Node31	Node424	10Gbps	1	2ms	100
Node31	Node434	10Gbps	1	2ms	100
Node31	Node443	10Gbps	1	2ms	100
Node31	Node457	10Gbps	1	2ms	100
Node31	Node464	10Gbps	1	2ms	100
Node31	Node509	10Gbps	1	2ms	100
Node31	Node588	10Gbps	1	2ms	100
Node31	Node609	10Gbps	1	2ms	100
Node32	Node124	10Gbps	1	2ms	100
Node32	Node152	10Gbps	1	2ms	100
Node32	Node165	10Gbps	1	2ms	100
Node32	Node166	10Gbps	1	2ms	100
Node32	Node167	10Gbps	1	2ms	100
Node32	Node168	10Gbps	1	2ms	100
Node32	Node212	10Gbps	1	2ms	100
Node32	Node233	10Gbps	1	2ms	100
Node32	Node265	10Gbps	1	2ms	100
Node32	Node309	10Gbps	1	2ms	100
Node32	Node323	10Gbps	1	2ms	100
Node32	Node340	10Gbps	1	2ms	100
Node32	Node342	10Gbps	1	2ms	100
Node32	Node352	10Gbps	1	2ms	100
Node32	Node368	10Gbps	1	2ms	100
Node32	Node403	10Gbps	1	2ms	100
Node32	Node435	10Gbps	1	2ms	100
Node32	Node446	10Gbps	1	2ms	100
Node32	Node458	10Gbps	1	2ms	100
Node32	Node488	10Gbps	1	2ms	100
Node32	Node510	10Gbps	1	2ms	100
Node32	Node566	10Gbps	1	2ms	100
Node32	Node589	10Gbps	1	2ms	100
Node32	Node611	10Gbps	1	2ms	100
Node32	Node630	10Gbps	1	2ms	100
Node32	Node648	10Gbps	1	2ms	100
Node32	Node664	10Gbps	1	2ms	100
Node33	Node57	10Gbps	1	2ms	100
Node33	Node58	10Gbps	1	2ms	100
Node33	Node59	10Gbps	1	2ms	100
Node33	Node60	10Gbps	1	2ms	100
Node33	Node61	10Gbps	1	2ms	100
Node33	Node145	10Gbps	1	2ms	100
Node33	Node151	10Gbps	1	2ms	100
Node33	Node152	10Gbps	1	2ms	100
Node33	Node165	10Gbps	1	2ms	100
Node33	Node212	10Gbps	1	2ms	100
Node33	Node233	10Gbps	1	2ms	100
Node33	Node265	10Gbps	1	2ms	100
Node33	Node309	10Gbps	1	2ms	100
Node33	Node323	10Gbps	1	2ms	100
Node33	Node340	10Gbps	1	2ms	100
Node33	Node368	10Gbps	1	2ms	100
Node33	Node403	10Gbps	1	2ms	100
Node33	Node435	10Gbps	1	2ms	100
Node33	Node458	10Gbps	1	2ms	100
Node33	Node510	10Gbps	1	2ms	100
Node33	Node566	10Gbps	1	2ms	100
Node33	Node589	10Gbps	1	2ms	100
Node33	Node611	10Gbps	1	2ms	100
Node33	Node630	10Gbps	1	2ms	100
Node33	Node648	10Gbps	1	2ms	100
Node33	Node664	10Gbps	1	2ms	100
Node34	Node52	10Gbps	1	2ms	100
Node34	Node95	10Gbps	1	2ms	100
Node34	Node110	10Gbps	1	2ms	100
Node34	Node111	10Gbps	1	2ms	100
Node34	Node405	10Gbps	1	2ms	100
Node35	Node97	10Gbps	1	2ms	100
Node35	Node136	10Gbps	1	2ms	100
Node35	Node144	10Gbps	1	2ms	100
Node35	Node168	10Gbps	1	2ms	100
Node35	Node266	10Gbps	1	2ms	100
Node35	Node268	10Gbps	1	2ms	100
Node35	Node293	10Gbps	1	2ms	100
Node35	Node341	10Gbps	1	2ms	100
Node35	Node406	10Gbps	1	2ms	100
Node35	Node511	10Gbps	1	2ms	100
Node35	Node631	10Gbps	1	2ms	100
Node36	Node38	10Gbps	1	2ms	100
Node36	Node96	10Gbps	1	2ms	100
Node36	Node98	10Gbps	1	2ms	100
Node36	Node135	10Gbps	1	2ms	100
Node36	Node136	10Gbps	1	2ms	100
Node36	Node137	10Gbps	1	2ms	100
Node36	Node138	10Gbps	1	2ms	100
Node36	Node166	10Gbps	1	2ms	100
Node36	Node167	10Gbps	1	2ms	100
Node36	Node168	10Gbps	1	2ms	100
Node36	Node223	10Gbps	1	2ms	100
Node36	Node235	10Gbps	1	2ms	100
Node36	Node266	10Gbps	1	2ms	100
Node36	Node293	10Gbps	1	2ms	100
Node36	Node311	10Gbps	1	2ms	100
Node36	Node324	10Gbps	1	2ms	100
Node36	Node341	10Gbps	1	2ms	100
Node36	Node406	10Gbps	1	2ms	100
Node36	Node511	10Gbps	1	2ms	100
Node36	Node515	10Gbps	1	2ms	100
Node36	Node631	10Gbps	1	2ms	100
Node37	Node106	10Gbps	1	2ms	100
Node37	Node107	10Gbps	1	2ms	100
Node37	Node144	10Gbps	1	2ms	100
Node37	Node168	10Gbps	1	2ms	100
Node37	Node182	10Gbps	1	2ms	100
Node37	Node237	10Gbps	1	2ms	100
Node37	Node269	10Gbps	1	2ms	100
Node37	Node294	10Gbps	1	2ms	100
Node37	Node325	10Gbps	1	2ms	100
Node37	Node353	10Gbps	1	2ms	100
Node37	Node394	10Gbps	1	2ms	100
Node37	Node425	10Gbps	1	2ms	100
Node37	Node466	10Gbps	1	2ms	100
Node37	Node476	10Gbps	1	2ms	100
Node37	Node479	10Gbps	1	2ms	100
Node37	Node486	10Gbps	1	2ms	100
Node37	Node497	10Gbps	1	2ms	100
Node37	Node503	10Gbps	1	2ms	100
Node37	Node525	10Gbps	1	2ms	100
Node37	Node556	10Gbps	1	2ms	100
Node37	Node592	10Gbps	1	2ms	100
Node37	Node612	10Gbps	1	2ms	100
Node37	Node633	10Gbps	1	2ms	100
Node37	Node634	10Gbps	1	2ms	100
Node37	Node667	10Gbps	1	2ms	100
Node38	Node144	10Gbps	1	2ms	100
Node38	Node168	10Gbps	1	2ms	100
Node38	Node182	10Gbps	1	2ms	100
Node38	Node237	10Gbps	1	2ms	100
Node38	Node269	10Gbps	1	2ms	100
Node38	Node294	10Gbps	1	2ms	100
Node38	Node325	10Gbps	1	2ms	100
Node38	Node353	10Gbps	1	2ms	100
Node38	Node394	10Gbps	1	2ms	100
Node38	Node447	10Gbps	1	2ms	100
Node38	Node466	10Gbps	1	2ms	100
Node38	Node476	10Gbps	1	2ms	100
Node38	Node479	10Gbps	1	2ms	100
Node38	Node486	10Gbps	1	2ms	100
Node38	Node497	10Gbps	1	2ms	100
Node38	Node503	10Gbps	1	2ms	100
Node38	Node516	10Gbps	1	2ms	100
Node38	Node525	10Gbps	1	2ms	100
Node38	Node533	10Gbps	1	2ms	100
Node38	Node542	10Gbps	1	2ms	100
Node38	Node548	10Gbps	1	2ms	100
Node38	Node556	10Gbps	1	2ms	100
Node38	Node567	10Gbps	1	2ms	100
Node38	Node592	10Gbps	1	2ms	100
Node38	Node633	10Gbps	1	2ms	100
Node38	Node667	10Gbps	1	2ms	100
Node39	Node167	10Gbps	1	2ms	100
Node39	Node168	10Gbps	1	2ms	100
Node39	Node187	10Gbps	1	2ms	100
Node39	Node237	10Gbps	1	2ms	100
Node40	Node98	10Gbps	1	2ms	100
Node40	Node99	10Gbps	1	2ms	100
Node40	Node143	10Gbps	1	2ms	100
Node40	Node144	10Gbps	1	2ms	100
Node40	Node168	10Gbps	1	2ms	100
Node40	Node182	10Gbps	1	2ms	100
Node40	Node237	10Gbps	1	2ms	100
Node40	Node269	10Gbps	1	2ms	100
Node40	Node294	10Gbps	1	2ms	100
Node40	Node325	10Gbps	1	2ms	100
Node40	Node353	10Gbps	1	2ms	100
Node40	Node394	10Gbps	1	2ms	100
Node40	Node466	10Gbps	1	2ms	100
Node40	Node476	10Gbps	1	2ms	100
Node40	Node479	10Gbps	1	2ms	100
Node40	Node486	10Gbps	1	2ms	100
Node40	Node497	10Gbps	1	2ms	100
Node40	Node503	10Gbps	1	2ms	100
Node40	Node516	10Gbps	1	2ms	100
Node40	Node525	10Gbps	1	2ms	100
Node40	Node556	10Gbps	1	2ms	100
Node40	Node567	10Gbps	1	2ms	100
Node40	Node592	10Gbps	1	2ms	100
Node40	Node612	10Gbps	1	2ms	100
Node40	Node633	10Gbps	1	2ms	100
Node40	Node667	10Gbps	1	2ms	100
Node41	Node47	10Gbps	1	2ms	100
Node41	Node84	10Gbps	1	2ms	100
Node41	Node102	10Gbps	1	2ms	100
Node41	Node114	10Gbps	1	2ms	100
Node42	Node47	10Gbps	1	2ms	100
Node42	Node84	10Gbps	1	2ms	100
Node42	Node102	10Gbps	1	2ms	100
Node42	Node113	10Gbps	1	2ms	100
Node42	Node114	10Gbps	1	2ms	100
Node43	Node52	10Gbps	1	2ms	100
Node43	Node53	10Gbps	1	2ms	100
Node44	Node104	10Gbps	1	2ms	100
Node44	Node108	10Gbps	1	2ms	100
Node44	Node241	10Gbps	1	2ms	100
Node44	Node272	10Gbps	1	2ms	100
Node45	Node104	10Gbps	1	2ms	100
Node45	Node108	10Gbps	1	2ms	100
Node45	Node241	10Gbps	1	2ms	100
Node46	Node51	10Gbps	1	2ms	100
Node46	Node64	10Gbps	1	2ms	100
Node46	Node91	10Gbps	1	2ms	100
Node46	Node94	10Gbps	1	2ms	100
Node46	Node105	10Gbps	1	2ms	100
Node46	Node106	10Gbps	1	2ms	100
Node46	Node116	10Gbps	1	2ms	100
Node46	Node144	10Gbps	1	2ms	100
Node46	Node145	10Gbps	1	2ms	100
Node46	Node153	10Gbps	1	2ms	100
Node46	Node157	10Gbps	1	2ms	100
Node46	Node214	10Gbps	1	2ms	100
Node46	Node273	10Gbps	1	2ms	100
Node46	Node280	10Gbps	1	2ms	100
Node46	Node342	10Gbps	1	2ms	100
Node46	Node356	10Gbps	1	2ms	100
Node46	Node369	10Gbps	1	2ms	100
Node46	Node403	10Gbps	1	2ms	100
Node46	Node425	10Gbps	1	2ms	100
Node46	Node426	10Gbps	1	2ms	100
Node46	Node436	10Gbps	1	2ms	100
Node46	Node449	10Gbps	1	2ms	100
Node46	Node468	10Gbps	1	2ms	100
Node46	Node481	10Gbps	1	2ms	100
Node46	Node488	10Gbps	1	2ms	100
Node46	Node498	10Gbps	1	2ms	100
Node46	Node505	10Gbps	1	2ms	100
Node46	Node527	10Gbps	1	2ms	100
Node46	Node537	10Gbps	1	2ms	100
Node46	Node551	10Gbps	1	2ms	100
Node46	Node554	10Gbps	1	2ms	100
Node46	Node557	10Gbps	1	2ms	100
Node46	Node594	10Gbps	1	2ms	100
Node46	Node596	10Gbps	1	2ms	100
Node46	Node614	10Gbps	1	2ms	100
Node46	Node648	10Gbps	1	2ms	100
Node46	Node652	10Gbps	1	2ms	100
Node46	Node670	10Gbps	1	2ms	100
Node47	Node90	10Gbps	1	2ms	100
Node47	Node108	10Gbps	1	2ms	100
Node47	Node115	10Gbps	1	2ms	100
Node48	Node87	10Gbps	1	2ms	100
Node48	Node88	10Gbps	1	2ms	100
Node48	Node89	10Gbps	1	2ms	100
Node48	Node274	10Gbps	1	2ms	100
Node49	Node87	10Gbps	1	2ms	100
Node49	Node89	10Gbps	1	2ms	100
Node49	Node274	10Gbps	1	2ms	100
Node50	Node109	10Gbps	1	2ms	100
Node50	Node126	10Gbps	1	2ms	100
Node50	Node143	10Gbps	1	2ms	100
Node50	Node229	10Gbps	1	2ms	100
Node50	Node243	10Gbps	1	2ms	100
Node51	Node76	10Gbps	1	2ms	100
Node51	Node94	10Gbps	1	2ms	100
Node51	Node125	10Gbps	1	2ms	100
Node51	Node126	10Gbps	1	2ms	100
Node51	Node143	10Gbps	1	2ms	100
Node51	Node144	10Gbps	1	2ms	100
Node51	Node146	10Gbps	1	2ms	100
Node51	Node147	10Gbps	1	2ms	100
Node51	Node148	10Gbps	1	2ms	100
Node51	Node217	10Gbps	1	2ms	100
Node51	Node229	10Gbps	1	2ms	100
Node51	Node242	10Gbps	1	2ms	100
Node51	Node297	10Gbps	1	2ms	100
Node51	Node314	10Gbps	1	2ms	100
Node51	Node329	10Gbps	1	2ms	100
Node51	Node370	10Gbps	1	2ms	100
Node51	Node409	10Gbps	1	2ms	100
Node51	Node425	10Gbps	1	2ms	100
Node51	Node518	10Gbps	1	2ms	100
Node51	Node570	10Gbps	1	2ms	100
Node51	Node596	10Gbps	1	2ms	100
Node51	Node615	10Gbps	1	2ms	100
Node51	Node637	10Gbps	1	2ms	100
Node51	Node654	10Gbps	1	2ms	100
Node51	Node691	10Gbps	1	2ms	100
Node52	Node101	10Gbps	1	2ms	100
Node52	Node102	10Gbps	1	2ms	100
Node52	Node111	10Gbps	1	2ms	100
Node52	Node121	10Gbps	1	2ms	100
Node52	Node245	10Gbps	1	2ms	100
Node52	Node276	10Gbps	1	2ms	100
Node53	Node102	10Gbps	1	2ms	100
Node53	Node110	10Gbps	1	2ms	100
Node53	Node111	10Gbps	1	2ms	100
Node53	Node121	10Gbps	1	2ms	100
Node54	Node112	10Gbps	1	2ms	100
Node54	Node121	10Gbps	1	2ms	100
Node54	Node277	10Gbps	1	2ms	100
Node55	Node57	10Gbps	1	2ms	100
Node55	Node58	10Gbps	1	2ms	100
Node55	Node59	10Gbps	1	2ms	100
Node55	Node60	10Gbps	1	2ms	100
Node55	Node61	10Gbps	1	2ms	100
Node55	Node70	10Gbps	1	2ms	100
Node55	Node71	10Gbps	1	2ms	100
Node55	Node110	10Gbps	1	2ms	100
Node55	Node114	10Gbps	1	2ms	100
Node56	Node72	10Gbps	1	2ms	100
Node56	Node110	10Gbps	1	2ms	100
Node56	Node111	10Gbps	1	2ms	100
Node56	Node113	10Gbps	1	2ms	100
Node56	Node114	10Gbps	1	2ms	100
Node57	Node66	10Gbps	1	2ms	100
Node57	Node144	10Gbps	1	2ms	100
Node57	Node150	10Gbps	1	2ms	100
Node57	Node156	10Gbps	1	2ms	100
Node57	Node197	10Gbps	1	2ms	100
Node57	Node203	10Gbps	1	2ms	100
Node57	Node246	10Gbps	1	2ms	100
Node57	Node278	10Gbps	1	2ms	100
Node57	Node298	10Gbps	1	2ms	100
Node57	Node343	10Gbps	1	2ms	100
Node57	Node359	10Gbps	1	2ms	100
Node57	Node360	10Gbps	1	2ms	100
Node57	Node395	10Gbps	1	2ms	100
Node57	Node427	10Gbps	1	2ms	100
Node57	Node519	10Gbps	1	2ms	100
Node57	Node674	10Gbps	1	2ms	100
Node58	Node66	10Gbps	1	2ms	100
Node58	Node143	10Gbps	1	2ms	100
Node58	Node144	10Gbps	1	2ms	100
Node58	Node150	10Gbps	1	2ms	100
Node58	Node156	10Gbps	1	2ms	100
Node58	Node197	10Gbps	1	2ms	100
Node58	Node202	10Gbps	1	2ms	100
Node58	Node203	10Gbps	1	2ms	100
Node58	Node218	10Gbps	1	2ms	100
Node58	Node225	10Gbps	1	2ms	100
Node58	Node246	10Gbps	1	2ms	100
Node58	Node278	10Gbps	1	2ms	100
Node58	Node298	10Gbps	1	2ms	100
Node58	Node343	10Gbps	1	2ms	100
Node58	Node359	10Gbps	1	2ms	100
Node58	Node371	10Gbps	1	2ms	100
Node58	Node395	10Gbps	1	2ms	100
Node58	Node396	10Gbps	1	2ms	100
Node58	Node412	10Gbps	1	2ms	100
Node58	Node427	10Gbps	1	2ms	100
Node58	Node519	10Gbps	1	2ms	100
Node58	Node692	10Gbps	1	2ms	100
Node59	Node66	10Gbps	1	2ms	100
Node59	Node116	10Gbps	1	2ms	100
Node59	Node144	10Gbps	1	2ms	100
Node59	Node150	10Gbps	1	2ms	100
Node59	Node156	10Gbps	1	2ms	100
Node59	Node203	10Gbps	1	2ms	100
Node59	Node246	10Gbps	1	2ms	100
Node59	Node278	10Gbps	1	2ms	100
Node59	Node298	10Gbps	1	2ms	100
Node59	Node343	10Gbps	1	2ms	100
Node59	Node356	10Gbps	1	2ms	100
Node59	Node359	10Gbps	1	2ms	100
Node59	Node395	10Gbps	1	2ms	100
Node59	Node412	10Gbps	1	2ms	100
Node59	Node427	10Gbps	1	2ms	100
Node59	Node511	10Gbps	1	2ms	100
Node59	Node519	10Gbps	1	2ms	100
Node59	Node674	10Gbps	1	2ms	100
Node59	Node675	10Gbps	1	2ms	100
Node60	Node66	10Gbps	1	2ms	100
Node60	Node116	10Gbps	1	2ms	100
Node60	Node117	10Gbps	1	2ms	100
Node60	Node118	10Gbps	1	2ms	100
Node60	Node144	10Gbps	1	2ms	100
Node60	Node150	10Gbps	1	2ms	100
Node60	Node156	10Gbps	1	2ms	100
Node60	Node203	10Gbps	1	2ms	100
Node60	Node246	10Gbps	1	2ms	100
Node60	Node278	10Gbps	1	2ms	100
Node60	Node298	10Gbps	1	2ms	100
Node60	Node343	10Gbps	1	2ms	100
Node60	Node359	10Gbps	1	2ms	100
Node60	Node395	10Gbps	1	2ms	100
Node60	Node427	10Gbps	1	2ms	100
Node60	Node519	10Gbps	1	2ms	100
Node61	Node66	10Gbps	1	2ms	100
Node61	Node144	10Gbps	1	2ms	100
Node61	Node150	10Gbps	1	2ms	100
Node61	Node156	10Gbps	1	2ms	100
Node61	Node197	10Gbps	1	2ms	100
Node61	Node203	10Gbps	1	2ms	100
Node61	Node246	10Gbps	1	2ms	100
Node61	Node278	10Gbps	1	2ms	100
Node61	Node298	10Gbps	1	2ms	100
Node61	Node343	10Gbps	1	2ms	100
Node61	Node359	10Gbps	1	2ms	100
Node61	Node395	10Gbps	1	2ms	100
Node61	Node427	10Gbps	1	2ms	100
Node61	Node519	10Gbps	1	2ms	100
Node62	Node94	10Gbps	1	2ms	100
Node62	Node142	10Gbps	1	2ms	100
Node62	Node151	10Gbps	1	2ms	100
Node62	Node248	10Gbps	1	2ms	100
Node62	Node280	10Gbps	1	2ms	100
Node62	Node300	10Gbps	1	2ms	100
Node62	Node316	10Gbps	1	2ms	100
Node62	Node330	10Gbps	1	2ms	100
Node62	Node344	10Gbps	1	2ms	100
Node62	Node413	10Gbps	1	2ms	100
Node62	Node520	10Gbps	1	2ms	100
Node62	Node571	10Gbps	1	2ms	100
Node62	Node597	10Gbps	1	2ms	100
Node62	Node618	10Gbps	1	2ms	100
Node62	Node655	10Gbps	1	2ms	100
Node63	Node120	10Gbps	1	2ms	100
Node63	Node152	10Gbps	1	2ms	100
Node63	Node300	10Gbps	1	2ms	100
Node63	Node330	10Gbps	1	2ms	100
Node63	Node344	10Gbps	1	2ms	100
Node63	Node655	10Gbps	1	2ms	100
Node64	Node93	10Gbps	1	2ms	100
Node64	Node94	10Gbps	1	2ms	100
Node64	Node248	10Gbps	1	2ms	100
Node64	Node280	10Gbps	1	2ms	100
Node64	Node300	10Gbps	1	2ms	100
Node64	Node316	10Gbps	1	2ms	100
Node64	Node330	10Gbps	1	2ms	100
Node64	Node344	10Gbps	1	2ms	100
Node64	Node413	10Gbps	1	2ms	100
Node64	Node425	10Gbps	1	2ms	100
Node64	Node520	10Gbps	1	2ms	100
Node64	Node571	10Gbps	1	2ms	100
Node64	Node597	10Gbps	1	2ms	100
Node64	Node618	10Gbps	1	2ms	100
Node64	Node655	10Gbps	1	2ms	100
Node64	Node676	10Gbps	1	2ms	100
Node65	Node104	10Gbps	1	2ms	100
Node65	Node121	10Gbps	1	2ms	100
Node66	Node82	10Gbps	1	2ms	100
Node66	Node109	10Gbps	1	2ms	100
Node66	Node122	10Gbps	1	2ms	100
Node66	Node184	10Gbps	1	2ms	100
Node66	Node189	10Gbps	1	2ms	100
Node66	Node250	10Gbps	1	2ms	100
Node66	Node281	10Gbps	1	2ms	100
Node66	Node301	10Gbps	1	2ms	100
Node66	Node318	10Gbps	1	2ms	100
Node66	Node331	10Gbps	1	2ms	100
Node66	Node345	10Gbps	1	2ms	100
Node66	Node361	10Gbps	1	2ms	100
Node66	Node381	10Gbps	1	2ms	100
Node66	Node389	10Gbps	1	2ms	100
Node66	Node415	10Gbps	1	2ms	100
Node66	Node500	10Gbps	1	2ms	100
Node66	Node506	10Gbps	1	2ms	100
Node66	Node531	10Gbps	1	2ms	100
Node66	Node543	10Gbps	1	2ms	100
Node66	Node547	10Gbps	1	2ms	100
Node66	Node562	10Gbps	1	2ms	100
Node66	Node596	10Gbps	1	2ms	100
Node66	Node601	10Gbps	1	2ms	100
Node66	Node620	10Gbps	1	2ms	100
Node66	Node640	10Gbps	1	2ms	100
Node66	Node656	10Gbps	1	2ms	100
Node66	Node677	10Gbps	1	2ms	100
Node67	Node131	10Gbps	1	2ms	100
Node67	Node252	10Gbps	1	2ms	100
Node67	Node416	10Gbps	1	2ms	100
Node68	Node123	10Gbps	1	2ms	100
Node68	Node140	10Gbps	1	2ms	100
Node68	Node141	10Gbps	1	2ms	100
Node68	Node163	10Gbps	1	2ms	100
Node68	Node164	10Gbps	1	2ms	100
Node68	Node252	10Gbps	1	2ms	100
Node68	Node416	10Gbps	1	2ms	100
Node69	Node82	10Gbps	1	2ms	100
Node69	Node83	10Gbps	1	2ms	100
Node69	Node123	10Gbps	1	2ms	100
Node69	Node132	10Gbps	1	2ms	100
Node69	Node139	10Gbps	1	2ms	100
Node69	Node251	10Gbps	1	2ms	100
Node69	Node252	10Gbps	1	2ms	100
Node69	Node416	10Gbps	1	2ms	100
Node70	Node74	10Gbps	1	2ms	100
Node70	Node149	10Gbps	1	2ms	100
Node70	Node176	10Gbps	1	2ms	100
Node70	Node185	10Gbps	1	2ms	100
Node70	Node188	10Gbps	1	2ms	100
Node70	Node191	10Gbps	1	2ms	100
Node70	Node206	10Gbps	1	2ms	100
Node70	Node207	10Gbps	1	2ms	100
Node70	Node210	10Gbps	1	2ms	100
Node70	Node253	10Gbps	1	2ms	100
Node70	Node282	10Gbps	1	2ms	100
Node70	Node295	10Gbps	1	2ms	100
Node70	Node302	10Gbps	1	2ms	100
Node70	Node312	10Gbps	1	2ms	100
Node70	Node319	10Gbps	1	2ms	100
Node70	Node327	10Gbps	1	2ms	100
Node70	Node332	10Gbps	1	2ms	100
Node70	Node363	10Gbps	1	2ms	100
Node70	Node373	10Gbps	1	2ms	100
Node70	Node382	10Gbps	1	2ms	100
Node70	Node391	10Gbps	1	2ms	100
Node70	Node399	10Gbps	1	2ms	100
Node70	Node417	10Gbps	1	2ms	100
Node70	Node430	10Gbps	1	2ms	100
Node70	Node484	10Gbps	1	2ms	100
Node70	Node574	10Gbps	1	2ms	100
