scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
link-fail,coreA-domain1,25.000,1,1,1,1,0,1.000000,0.736842,16.355170,3962.629837,24,76,link_recovered;metric=is_success
