scheme,totalQueries,measurableQueries,DomainAcc,Recall_at_1,Recall_at_k,DocHit_at_1_singleton,mean_relset_size,singleton_queries,meanSSR,P50_ms,P95_ms,mean_hops,ctrl_bytes_per_sec,ctrl_pkts_per_sec,avg_FIB_entries,avg_LSDB_entries,unique_hops_values,partition_detected,failure_effective,ssr_mean,ssr_p50,ssr_p95,cache_hit_exact_ratio,cache_hit_semantic_ratio,semantic_hit_ratio
flood,500,500,0.9280,0.1200,0.9920,0.0833,10.2880,48,0.656282,26.2257,47.9304,5.18,27575.53,36.36,18,0,4,0,0,0.656282,0.642519,0.768612,0.000000,0.000000,0.000000
