scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
link-fail,coreA-domain3,25.000,1,1,1,1,0,1.000000,1.000000,16.810467,2806.705640,24,76,link_recovered;metric=is_success
