scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
link-fail,coreA-domain1,50.000,1,1,1,1,0,1.000000,0.931507,16.693603,1441.282295,149,73,link_recovered;metric=is_success
