scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_rtt_ms,post_rtt_ms,pre_count,post_count,notes
link-fail,coreA-domain1,25.000,1,1,1,1,0,0.916667,0.881579,15.776332,1541.812265,24,76,link_recovered;metric=is_success
