scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_success,post_success,pre_domain_hit,post_domain_hit,pre_exact_hit,post_exact_hit,pre_timeout_rate,post_timeout_rate,pre_retrans_avg,post_retrans_avg,pre_rtt_ms,post_rtt_ms,pre_count,post_count,effective_reasons,notes
domain-fail,domain1,12.000,1,1,-1,-1,4,0.450000,0.483871,0.800000,0.903226,0.450000,0.483871,0.150000,0.193548,0.000000,0.064516,0.000000,0.000000,15.208142,2339.421989,20,31,timeout_increase;rtt_shift,apps_stopped=2;isolated_links=2;metric=domain_hit
