scenario,target,event_time,scheduled,applied,before_connected,after_connected,affected_apps,pre_hit,post_hit,pre_success,post_success,pre_domain_hit,post_domain_hit,pre_exact_hit,post_exact_hit,pre_timeout_rate,post_timeout_rate,pre_retrans_avg,post_retrans_avg,pre_rtt_ms,post_rtt_ms,pre_count,post_count,effective_reasons,notes
domain-fail,domain0,12.000,1,1,-1,-1,2,1.000000,1.000000,1.000000,0.885714,1.000000,1.000000,1.000000,1.000000,0.000000,0.114286,0.000000,0.000000,10.070871,466.887342,20,35,success_drop;timeout_increase;rtt_shift,apps_stopped=1;isolated_links=1;metric=domain_hit
