run_id,scheme,domains,seed,M,tagK,topology,cache_mode,cs_size,paper_grade,seed_provenance,lsdb_entries,fib_entries,lsdb_theory,result_dir,manifest_path
central_d8_s42,central,8,42,4,32,rocketfuel,disabled,0,0,native,1,19,0,/Users/jiyuan/Desktop/ndnSIM/results/migration_probe_scaling_20260310a/central_d8_s42,/Users/jiyuan/Desktop/ndnSIM/results/migration_probe_scaling_20260310a/central_d8_s42/run_manifest.json
